admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3Pcode,admin4Name_en,admin4Name_ar,admin4Pcode,areaName_en,areaName_ar,areaPcode,neibourhoodName_en,neibourhoodName_ar,neibourhoodPcode,neibourhoodRefName_en,neibourhoodRefName_ar,neibourhoodAltName1_en,neibourhoodAltName1_ar,neibourhoodAltName2_en,neibourhoodAltName2_ar,LastUpdateDate,validOn,validTo,neibourhoodPreviuosPcode
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Salhiyeh,الصالحية,A005,Al Mazra'a,المزرعة,N0028,Al Mazraa,المزرعة - دمشق,,,,,2016-09-05,,,SY0100151
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Salhiyeh,الصالحية,A005,Qasyoun,قاسيون,N0014,Qasyoun,قاسيون,,,,,2016-09-05,,,SY0100152
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Salhiyeh,الصالحية,A005,Abou Jarash,أبو جرش,N0017,Abou Jarash,أبو جرش,,,,,2016-09-05,,,SY0100153
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Salhiyeh,الصالحية,A005,Sheikh Muhie Addin,الشيخ محي الدين,N0019,Sheikh Muhie Addin,الشيخ محي الدين,,,,,2016-09-05,,,SY0100154
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Salhiyeh,الصالحية,A005,Al Madaris,المدارس,N0021,Al Madaris,المدارس,,,,,2016-09-05,,,SY0100155
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Salhiyeh,الصالحية,A005,Shuhada,الشهداء,N0033,Shuhada (Damascus),الشهداء - دمشق,,,,,2016-09-05,,,SY0100156
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Oweina,العوينة,N0339,Oweina,العوينة,,,,,2016-09-05,,,SY0600012
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Qalaa,القلعة,N0341,Qalaa,القلعة,,,,,2016-09-05,,,SY0600015
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Jame'et Tishrine,جامعة تشرين,N0340,Jameet Tishrine,جامعة تشرين,,,,,2016-09-05,,,SY0600022
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Al- Thawrah,الثورة,N0333,Al- Thawrah (Lattakia),الثورة - اللاذقية,,,,,2016-09-05,,,SY0600031
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Khashman,خشمان,N0371,Khashman,خشمان,,,,,2016-09-05,,,SY0800022
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Msheirfeh,مشيرفة,N0370,Msheirfeh,مشيرفة,,,,,2016-09-05,,,SY0800042
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Al Mashtal,المشتل,N0372,Al Mashtal,المشتل,,,,,2016-09-05,,,SY0800047
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,M'eishiyeh,المعيشية,N0373,Meishiyeh,المعيشية,,,,,2016-09-05,,,SY0800045
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Qosour,القصور,N0378,Qosour (Al-Hasakeh),القصور - الحسكة,,,,,2016-09-05,,,SY0800043
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Baytara,البيطرة,N0375,Baytara,البيطرة,,,,,2016-09-05,,,SY0800046
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Al Kallasa,الكلاسة,N0380,Al Kallasa,الكلاسة,,,,,2016-09-05,,,SY0800044
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Tal Hajar,تل حجر,N0376,Tal Hajar,تل حجر,,,,,2016-09-05,,,SY0800041
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,الحسكة,C4360,<Null>,<Null>,<Null>,Al Tala'e',الطلائع,N0374,Al Talae,الطلائع,,,,,2016-09-05,,,SY0800023
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,,,,Mokhayam Handarat,مخيم حندرات,N0227,Mokhayam Handarat,مخيم حندرات,,,,,2016-09-05,,,SY0200165
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Al Qadam,القدم,A015,Al Assali,العسالي,N0097,Al Assali,العسالي,,,,,2016-09-05,,,SY0100125
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Al Qadam,القدم,A015,Qadam Sharqi,القدم الشرقي,N0096,Qadam Sharqi,القدم الشرقي,,,,,2016-09-05,,,SY0100124
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Al Qadam,القدم,A015,Al Qadam,القدم  ,N0094,Al Qadam,القدم  ,,,,,2016-09-05,,,SY0100127
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,C1001,Al Qadam,القدم,A015,Jouret Shreibati,جورة الشريباتي,N0093,Jouret Shreibati,جورة الشريباتي,,,,,2016-09-05,,,SY0100123
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Qa'alet Al-Sharif,قلعة الشريف,N0198,Qaalet Al-Sharif,قلعة الشريف,,,,,2016-09-05,,,SY0200017
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Al-A'ajam,العجم,N0190,Al-Aajam,العجم,,,,,2016-09-05,,,SY0200019
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Oghlu Bek,أوغلو بك,N0186,Oghlu Bek,أوغلو بك,,,,,2016-09-05,,,SY0200015
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Al-Asileh,الأصيلة,N0201,Al-Asileh,الأصيلة,,,,,2016-09-05,,,SY0200014
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Sahet Bizzeh,ساحة بزة,N0199,Sahet Bizzeh,ساحة بزة,,,,,2016-09-05,,,SY0200017
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Al-Jalloum,الجلوم,N0189,Al-Jalloum,الجلوم,,,,,2016-09-05,,,SY0200013
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Al-Madina Old Souq,سوق المدينة القديم,N0185,Al-Madina Old Souq,سوق المدينة القديم,,,,,2016-09-05,,,SY0200016
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Al-Farafra,الفرافرة,N0170,Al-Farafra,الفرافرة,,,,,2016-09-05,,,SY0200011
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Al-Aqabeh,العقبة,N0175,Al-Aqabeh,العقبة,,,,,2016-09-05,,,SY0200012
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Bayada,بياضة,N0178,Bayada - Aleppo,بياضة - حلب,,,,,2016-09-05,,,SY0200016
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Sheikh Kheder,شيخ خضر,N0134,Sheikh Kheder,شيخ خضر,,,,,2016-09-05,,,SY0200096
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Trab Al-Hellok,تراب الحيلوك,N0126,Trab Al-Hellok,تراب الحيلوك,,,,,2016-09-05,,,SY0200106
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Ba'aiedin,بعيدين,N0125,Baaiedin,بعيدين,,,,,2016-09-05,,,SY0200097
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,C1007,<Null>,<Null>,<Null>,Haydariyeh,حيدرية,N0122,Haydariyeh,حيدرية,,,,,2016-09-05,,,SY0200098
Syrian Arab Republic,الجمهورية العربية السورية,SY,Homs,حمص,SY04,Homs,مركز حمص,SY0401,Homs,مركز حمص,SY040100,Homs,حمص,C2528,<Null>,<Null>,<Null>,Bayada,البياضة,N0240,Bayada - Homs,البياضة - حمص,,,,,2016-09-05,,,SY0400083
Syrian Arab Republic,الجمهورية العربية السورية,SY,Homs,حمص,SY04,Homs,مركز حمص,SY0401,Homs,مركز حمص,SY040100,Homs,حمص,C2528,<Null>,<Null>,<Null>,Baba Amr,بابا عمرو,N0268,Baba Amr,بابا عمرو,,,,,2016-09-05,,,SY0400091
Syrian Arab Republic,الجمهورية العربية السورية,SY,Homs,حمص,SY04,Homs,مركز حمص,SY0401,Homs,مركز حمص,SY040100,Homs,حمص,C2528,<Null>,<Null>,<Null>,Daheyat Al-Waleed,ضاحية الوليد,N0272,Daheyat Al-Waleed,ضاحية الوليد,,,,,2016-09-05,,,SY0400026
Syrian Arab Republic,الجمهورية العربية السورية,SY,Homs,حمص,SY04,Homs,مركز حمص,SY0401,Homs,مركز حمص,SY040100,Homs,حمص,C2528,<Null>,<Null>,<Null>,Ikrima,عكرمة,N0267,Ikrima,عكرمة,,,,,2016-09-05,,,SY0400024
Syrian Arab Republic,الجمهورية العربية السورية,SY,Homs,حمص,SY04,Homs,مركز حمص,SY0401,Homs,مركز حمص,SY040100,Homs,حمص,C2528,<Null>,<Null>,<Null>,Karm Al-Loaz,كرم اللوز,N0266,Karm Al-Loaz,كرم اللوز,,,,,2016-09-05,,,SY0400036
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Baath,البعث,N0335,Baath (Lattakia),البعث - اللاذقية,,,,,2016-09-05,,,SY0600032
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,7 Nisan,السابع من نيسان,N0337,7 Nisan,السابع من نيسان,,,,,2016-09-05,,,SY0600033
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Tishrine,تشرين,N0334,Tishrine (Lattakia),تشرين - اللاذقية,,,,,2016-09-05,,,SY0600034
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Ogharit,أوغاريت,N0330,Ogharit,أوغاريت,,,,,2016-09-05,,,SY0600041
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Basnada,بسنادا,N0331,Basnada,بسنادا,,,,,2016-09-05,,,SY0600042
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Sheikh Daher,الشيخ ضاهر,N0338,Sheikh Daher,الشيخ ضاهر,,,,,2016-09-05,,,SY0600011
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Sleiba,الصليبة,N0344,Sleiba,الصليبة,,,,,2016-09-05,,,SY0600013
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Tabiyat,الطابيات,N0343,Tabiyat,الطابيات,,,,,2016-09-05,,,SY0600014
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Quds,القدس,N0342,Quds,القدس,,,,,2016-09-05,,,SY0600021
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Jomhouriyeh,الجمهورية,N0336,Jomhouriyeh,الجمهورية,,,,,2016-09-05,,,SY0600051
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Al Asad,الأسد,N0328,Al Asad,الأسد,,,,,2016-09-05,,,SY0600052
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Squbeen,سقوبين,N0329,Squbeen,سقوبين,,,,,2016-09-05,,,new
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,اللاذقية,C3480,<Null>,<Null>,<Null>,Sunjuwan,سنجوان,N0332,Sunjuwan,سنجوان,,,,,2016-09-05,,,new
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Idleb,مركز إدلب,SY070000,Idleb,إدلب,C3871,<Null>,<Null>,<Null>,Al Sharqui,الشرقي,N0358,Hettin (Idleb),الشرقي,,,,,2016-09-05,,,SY0700042
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Idleb,مركز إدلب,SY070000,Idleb,إدلب,C3871,<Null>,<Null>,<Null>,City Centre,مركز المدينة,N0356,Wasat Al Madinah,مركز المدينة,,,,,2016-09-05,,,SY0700032
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Idleb,مركز إدلب,SY070000,Idleb,إدلب,C3871,<Null>,<Null>,<Null>,Al Shamali,الشمالي,N0355,Hijaz (Idleb),الشمالي,,,,,2016-09-05,,,SY0700041
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Idleb,مركز إدلب,SY070000,Idleb,إدلب,C3871,<Null>,<Null>,<Null>,Al Gharbi,الغربي,N0357,Ashrafiyeh (Idleb),الغربي,,,,,2016-09-05,,,SY0700021
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Idleb,مركز إدلب,SY070000,Idleb,إدلب,C3871,<Null>,<Null>,<Null>,Al Janoubi,الجنوبي,N0359,Al Janoubi,الجنوبي,,,,,2016-09-05,,,SY0700011
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Shuhada,الشهداء,N0502,Shuhada (Daraa),الشهداء - درعا,,,,,2016-09-05,,,SY1200011
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Zahraa,الزهراء,N0498,Zahraa (Daraa),الزهراء - درعا,,,,,2016-09-05,,,SY1200012
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Maysalun,ميسلون,N0497,Maysalun (Daraa),ميسلون - درعا,,,,,2016-09-05,,,SY1200013
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Hettin,حطين,N0499,Hettin (Dara),حطين - درعا,,,,,2016-09-05,,,SY1200014
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Ghernata, غرناطة,N0504,Ghernata, غرناطة,,,,,2016-09-05,,,SY1200015
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Quneitra,القنيطرة,N0503,Quneitra,القنيطرة,,,,,2016-09-05,,,SY1200016
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Al Mantiqa Al Sina'iyeh,المنطقة الصناعية,N0500,Al Mantiqa Al Sinaiyeh ,المنطقة الصناعية,,,,,2016-09-05,,,SY1200017
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Al_Sad,السد,N0508,As Sadd,السد,,,,,2016-09-05,,,SY1200018
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Karak,الكرك,N0505,Karak,الكرك,,,,,2016-09-05,,,SY1200021
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Al Yarmouk,اليرموك,N0509,Yarmuk (Daraa),اليرموك - درعا,,,,,2016-09-05,,,SY1200022
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Alabbasiah,العباسية,N0507,Abbasiyeen,العباسية,,,,,2016-09-05,,,SY1200023
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Al Mansheyah,المنشية,N0506,Manshiyeh,المنشية,,,,,2016-09-05,,,SY1200024
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Qadessiyeh,القادسية,N0501,Qadessiyeh (Daraa),القادسية - درعا,,,,,2016-09-05,,,SY1200025
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Arbaine,الأربعين,N0510,Arbaine,الأربعين,,,,,2016-09-05,,,SY1200026
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Bahar,البحار,N0511,Bahar,البحار,,,,,2016-09-05,,,SY1200027
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Oumawiyeen,الأمويين,N0496,Oumawiyeen,الأمويين,,,,,2016-09-05,,,SY1200031
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Baath,البعث,N0494,Baath (Dara),البعث - درعا,,,,,2016-09-05,,,SY1200032
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Tishrine,تشرين,N0493,Tishrine (Dara),تشرين - درعا,,,,,2016-09-05,,,SY1200041
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Al- Thawrah,الثورة,N0495,Al- Thawrah (Daraa),الثورة - درعا,,,,,2016-09-05,,,SY1200042
Syrian Arab Republic,الجمهورية العربية السورية,SY,Dar'a,درعا,SY12,Dar'a,درعا,SY1200,Dar'a,مركز درعا,SY120000,Dar'a,درعا,C5993,<Null>,<Null>,<Null>,Elshahid Basil Elasad,الشهيد باسل الأسد,N0492,Elshahid Basil Elasad,الشهيد باسل الأسد,,,,,2016-09-05,,,SY1200043
Syrian Arab Republic,الجمهورية العربية السورية,SY,Hama,حماة,SY05,Hama,مركز حماة,SY0501,Hama,مركز حماة,SY050100,Hama,حماة,C2987,<Null>,<Null>,<Null>,Dahriyeh,الضاهرية,N0283,Dahriyeh,الضاهرية,,,,,2016-09-05,,,SY0500015
Syrian Arab Republic,الجمهورية العربية السورية,SY,Hama,حماة,SY05,Hama,مركز حماة,SY0501,Hama,مركز حماة,SY050100,Hama,حماة,C2987,<Null>,<Null>,<Null>,Kazou,كازو,N0289,Kazou,كازو,,,,,2016-09-05,,,SY0500028
