admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName_en,admin3RefName_ar,admin3AltName1_en,admin3AltName1_ar,admin3AltName2_en,admin3AltName2_ar,LastUpdateDate,validOn,validTo
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Safita,صافيتا,SY1003,Sibbeh,سبة,SY100303,Sibbeh,سبة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Safita,صافيتا,SY1003,Sisniyyeh,السيسنية,SY100304,Sisniyyeh,السيسنية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Safita,صافيتا,SY1003,Ras El-Khashufeh,رأس الخشوفة,SY100305,Ras El-Khashufeh,رأس الخشوفة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Tartous,مركز طرطوس,SY1000,Arwad,أرواد,SY100001,Arwad,أرواد,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Tartous,مركز طرطوس,SY1000,Tartous,مركز طرطوس,SY100000,Tartous,مركز طرطوس,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Tartous,مركز طرطوس,SY1000,Hameidiyyeh,الحميدية,SY100002,Hameidiyyeh,الحميدية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Tartous,مركز طرطوس,SY1000,Kherbet Elma'aza,خربة المعزة,SY100003,Kherbet Elmaaza,خربة المعزة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Tartous,مركز طرطوس,SY1000,Soda Khawabi,سودا خوابي,SY100004,Soda Khawabi,سودا خوابي,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Tartous,مركز طرطوس,SY1000,Kareemeh,كريمة,SY100005,Kareemeh,كريمة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Tartous,طرطوس,SY10,Tartous,مركز طرطوس,SY1000,Safsafa,صفصافة,SY100006,Safsafa,صفصافة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Hama,حماة,SY05,As-Salamiyeh,السلمية,SY0503,Saboura,صبورة,SY050303,Saboura,صبورة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Rural Damascus,مركز ريف دمشق,SY0301,Jaramana,جرمانا,SY030103,Jaramana,جرمانا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Rural Damascus,مركز ريف دمشق,SY0301,Kafr Batna,كفر بطنا,SY030105,Kafr Batna,كفر بطنا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Rural Damascus,مركز ريف دمشق,SY0301,Arbin,عربين,SY030106,Arbin,عربين,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Duma,دوما,SY0302,Harasta,حرستا,SY030201,Harasta,حرستا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,At Tall,التل,SY0304,At Tall,مركز التل,SY030400,At Tall,مركز التل,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Darayya,داريا,SY0309,Markaz Darayya,مركز داريا,SY030900,Markaz Darayya,مركز داريا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Darayya,داريا,SY0309,Hajar Aswad,الحجر الأسود,SY030902,Hajar Aswad,الحجر الأسود,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Rural Damascus,مركز ريف دمشق,SY0301,Babella,ببيلا,SY030102,Babella,ببيلا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Rural Damascus,ريف دمشق,SY03,Rural Damascus,مركز ريف دمشق,SY0301,"Qudsiya
","قدسيا
",SY030107,"Qudsiya
","قدسيا
",,,,,2016-09-05,2016-09-05,
