admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Adams,PH012801000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bacarra,PH012802000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Badoc,PH012803000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bangui,PH012804000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of Batac,PH012805000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Burgos,PH012806000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Carasi,PH012807000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Currimao,PH012808000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Dingras,PH012809000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Dumalneg,PH012810000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Banna,PH012811000,,Espiritu,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Laoag City,PH012812000,,Capital,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Marcos,PH012813000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Nueva Era,PH012814000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Pagudpud,PH012815000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Paoay,PH012816000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Pasuquin,PH012817000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Piddig,PH012818000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Pinili,PH012819000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Nicolas,PH012820000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sarrat,PH012821000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Solsona,PH012822000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Vintar,PH012823000,,,,Ilocos Norte,PH012800000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Alilem,PH012901000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Banayoyo,PH012902000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bantay,PH012903000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Burgos,PH012904000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Cabugao,PH012905000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of Candon,PH012906000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Caoayan,PH012907000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Cervantes,PH012908000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Galimuyod,PH012909000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Gregorio del Pilar,PH012910000,,Concepcion,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Lidlidda,PH012911000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Magsingal,PH012912000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Nagbukel,PH012913000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Narvacan,PH012914000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Quirino,PH012915000,,Angkaki,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Salcedo,PH012916000,,Baugen,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Emilio,PH012917000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Esteban,PH012918000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Ildefonso,PH012919000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Juan,PH012920000,,Lapog,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Vicente,PH012921000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa,PH012922000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Catalina,PH012923000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Cruz,PH012924000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Lucia,PH012925000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Maria,PH012926000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santiago,PH012927000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santo Domingo,PH012928000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sigay,PH012929000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sinait,PH012930000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sugpon,PH012931000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Suyo,PH012932000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Tagudin,PH012933000,,,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of Vigan,PH012934000,,Capital,,Ilocos Sur,PH012900000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Agoo,PH013301000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Aringay,PH013302000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bacnotan,PH013303000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bagulin,PH013304000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Balaoan,PH013305000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bangar,PH013306000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bauang,PH013307000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Burgos,PH013308000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Caba,PH013309000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Luna,PH013310000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Naguilian,PH013311000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Pugo,PH013312000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Rosario,PH013313000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of San Fernando,PH013314000,,Capital,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Gabriel,PH013315000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Juan,PH013316000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santo Tomas,PH013317000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santol,PH013318000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sudipen,PH013319000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Tubao,PH013320000,,,,La Union,PH013300000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Agno,PH015501000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Aguilar,PH015502000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of Alaminos,PH015503000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Alcala,PH015504000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Anda,PH015505000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Asingan,PH015506000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Balungao,PH015507000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bani,PH015508000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Basista,PH015509000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bautista,PH015510000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bayambang,PH015511000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Binalonan,PH015512000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Binmaley,PH015513000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bolinao,PH015514000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bugallon,PH015515000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Burgos,PH015516000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Calasiao,PH015517000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Dagupan City,PH015518000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Dasol,PH015519000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Infanta,PH015520000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Labrador,PH015521000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Lingayen,PH015522000,,Capital,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Mabini,PH015523000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Malasiqui,PH015524000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Manaoag,PH015525000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Mangaldan,PH015526000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Mangatarem,PH015527000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Mapandan,PH015528000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Natividad,PH015529000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Pozorrubio,PH015530000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Rosales,PH015531000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Carlos City,PH015532000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Fabian,PH015533000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Jacinto,PH015534000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Manuel,PH015535000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Nicolas,PH015536000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Quintin,PH015537000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Barbara,PH015538000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Maria,PH015539000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santo Tomas,PH015540000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sison,PH015541000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sual,PH015542000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Tayug,PH015543000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Umingan,PH015544000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Urbiztondo,PH015545000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of Urdaneta,PH015546000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Villasis,PH015547000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Laoac,PH015548000,,,,Pangasinan,PH015500000,Region I ,PH010000000,Philippines (the),PH,2016-06-15,2018-01-30,
Basco,PH020901000,,Capital,,Batanes,PH020900000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Itbayat,PH020902000,,,,Batanes,PH020900000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Ivana,PH020903000,,,,Batanes,PH020900000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Mahatao,PH020904000,,,,Batanes,PH020900000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sabtang,PH020905000,,,,Batanes,PH020900000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Uyugan,PH020906000,,,,Batanes,PH020900000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Abulug,PH021501000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Alcala,PH021502000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Allacapan,PH021503000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Amulung,PH021504000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Aparri,PH021505000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Baggao,PH021506000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Ballesteros,PH021507000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Buguey,PH021508000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Calayan,PH021509000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Camalaniugan,PH021510000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Claveria,PH021511000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Enrile,PH021512000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Gattaran,PH021513000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Gonzaga,PH021514000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Iguig,PH021515000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Lal-Lo,PH021516000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Lasam,PH021517000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Pamplona,PH021518000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Peñablanca,PH021519000,Penablanca,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Piat,PH021520000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Rizal,PH021521000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Sanchez-Mira,PH021522000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Ana,PH021523000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Praxedes,PH021524000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Teresita,PH021525000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santo Niño,PH021526000,Santo Nino,Faire,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Solana,PH021527000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Tuao,PH021528000,,,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Tuguegarao City,PH021529000,,Capital,,Cagayan,PH021500000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Alicia,PH023101000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Angadanan,PH023102000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Aurora,PH023103000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Benito Soliven,PH023104000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Burgos,PH023105000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Cabagan,PH023106000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Cabatuan,PH023107000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of Cauayan,PH023108000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Cordon,PH023109000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Dinapigue,PH023110000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Divilacan,PH023111000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Echague,PH023112000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Gamu,PH023113000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Ilagan City,PH023114000,,Capital,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Jones,PH023115000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Luna,PH023116000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Maconacon,PH023117000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Delfin Albano,PH023118000,,Magsaysay,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Mallig,PH023119000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Naguilian,PH023120000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Palanan,PH023121000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Quezon,PH023122000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Quirino,PH023123000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Ramon,PH023124000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Reina Mercedes,PH023125000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Roxas,PH023126000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Agustin,PH023127000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Guillermo,PH023128000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Isidro,PH023129000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Manuel,PH023130000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Mariano,PH023131000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Mateo,PH023132000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
San Pablo,PH023133000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Maria,PH023134000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
City of Santiago,PH023135000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santo Tomas,PH023136000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Tumauini,PH023137000,,,,Isabela,PH023100000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Ambaguio,PH025001000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Aritao,PH025002000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bagabag,PH025003000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bambang,PH025004000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Bayombong,PH025005000,,Capital,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Diadi,PH025006000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Dupax del Norte,PH025007000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Dupax del Sur,PH025008000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Kasibu,PH025009000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Kayapa,PH025010000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Quezon,PH025011000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Santa Fe,PH025012000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Solano,PH025013000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Villaverde,PH025014000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Alfonso Castaneda,PH025015000,,,,Nueva Vizcaya,PH025000000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Aglipay,PH025701000,,,,Quirino,PH025700000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Cabarroguis,PH025702000,,Capital,,Quirino,PH025700000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Diffun,PH025703000,,,,Quirino,PH025700000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
Maddela,PH025704000,,,,Quirino,PH025700000,Region II ,PH020000000,Philippines (the),PH,2016-06-15,2018-01-30,
