COD_ESTADO,COD_MUNIC,COD_PARROQ,ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,ADM1_PCODE,ADM0_ES,ADM0_EN,ADM0_PCODE
18,4,3,San Jose De La Montaña,VE180403,Guanare,VE1804,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,4,4,San Juan De Guanaguanare,VE180404,Guanare,VE1804,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,4,5,Virgen De La Coromoto,VE180405,Guanare,VE1804,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,5,1,Capital Guanarito,VE180501,Guanarito,VE1805,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,5,2,Trinidad De La Capilla,VE180502,Guanarito,VE1805,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,5,3,Divina Pastora,VE180503,Guanarito,VE1805,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,6,1,Capital Monseñor Jose Vice,VE180601,Monseñor Jose Vice,VE1806,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,6,2,Peña Blanca,VE180602,Monseñor Jose Vice,VE1806,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,7,1,Municipio Capital Ospino,VE180701,Ospino,VE1807,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,7,2,Aparicion,VE180702,Ospino,VE1807,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,7,3,La Estacion,VE180703,Ospino,VE1807,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,8,1,Capital Paez,VE180801,Paez,VE1808,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,8,2,Payara,VE180802,Paez,VE1808,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,8,3,Pimpinela,VE180803,Paez,VE1808,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,8,4,Ramon Peraza,VE180804,Paez,VE1808,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,9,1,Capital Papelon,VE180901,Papelon,VE1809,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,9,2,Caño Delgadito,VE180902,Papelon,VE1809,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,10,1,Capital San Genaro De Boco,VE181001,San Genaro De Boco,VE1810,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,10,2,Antolin Tovar,VE181002,San Genaro De Boco,VE1810,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,11,1,Capital San Rafael De Onot,VE181101,San Rafael De Onot,VE1811,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,11,2,Santa Fe,VE181102,San Rafael De Onot,VE1811,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,11,3,Thermo Morles,VE181103,San Rafael De Onot,VE1811,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,12,1,Capital Santa Rosalia,VE181201,Santa Rosalia,VE1812,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,12,2,Florida,VE181202,Santa Rosalia,VE1812,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,13,1,Capital Sucre,VE181301,Sucre,VE1813,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,13,2,Concepcion,VE181302,Sucre,VE1813,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,13,3,San Rafael De Palo Alzao,VE181303,Sucre,VE1813,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,13,4,Uvencio Antonio Velasquez,VE181304,Sucre,VE1813,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,13,5,San Jose De Saguaz,VE181305,Sucre,VE1813,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,13,6,Villa Rosa,VE181306,Sucre,VE1813,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,14,1,Capital Turen,VE181401,Turen,VE1814,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,14,2,Canelones,VE181402,Turen,VE1814,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,14,3,Santa Cruz,VE181403,Turen,VE1814,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
18,14,4,San Isidro Labrador,VE181404,Turen,VE1814,Portuguesa,VE18,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,1,1,Mariño,VE190101,Andres Eloy Blanco,VE1901,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,1,2,Romulo Gallegos,VE190102,Andres Eloy Blanco,VE1901,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,2,1,San Jose De Aerocuar,VE190201,Andres Mata,VE1902,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,2,2,Tavera Acosta,VE190202,Andres Mata,VE1902,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,3,1,Rio Caribe,VE190301,Arismendi,VE1903,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,3,2,Antonio Jose De Sucre,VE190302,Arismendi,VE1903,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,3,3,El Morro De Puerto Santo,VE190303,Arismendi,VE1903,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,3,4,Puerto Santo,VE190304,Arismendi,VE1903,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,3,5,San Juan De Las Galdonas,VE190305,Arismendi,VE1903,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,4,1,El Pilar,VE190401,Benitez,VE1904,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,4,3,General Francisco Antonio,VE190403,Benitez,VE1904,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,4,2,El Rincon,VE190402,Benitez,VE1904,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,4,4,Guaraunos,VE190404,Benitez,VE1904,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,4,5,Tunapuicito,VE190405,Benitez,VE1904,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,4,6,Union,VE190406,Benitez,VE1904,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,5,1,Bolivar,VE190501,Bermudez,VE1905,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,5,2,Macarapana,VE190502,Bermudez,VE1905,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,5,3,Santa Catalina,VE190503,Bermudez,VE1905,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,5,4,Santa Rosa,VE190504,Bermudez,VE1905,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,5,5,Santa Teresa,VE190505,Bermudez,VE1905,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,6,1,Capital Bolivar,VE190601,Bolivar,VE1906,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,7,1,Yaguaraparo,VE190701,Cajigal,VE1907,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,7,2,El Paujil,VE190702,Cajigal,VE1907,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,7,3,Libertad,VE190703,Cajigal,VE1907,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,8,1,Araya,VE190801,Cruz Salmeron Acos,VE1908,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,8,2,Chacopata,VE190802,Cruz Salmeron Acos,VE1908,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,8,3,Manicuare,VE190803,Cruz Salmeron Acos,VE1908,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,9,1,Tunapuy,VE190901,Libertador,VE1909,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,9,2,Campo Elias,VE190902,Libertador,VE1909,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,10,1,Irapa,VE191001,Mariño,VE1910,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,10,2,Campo Claro,VE191002,Mariño,VE1910,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,10,3,Marabal,VE191003,Mariño,VE1910,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,10,4,San Antonio De Irapa,VE191004,Mariño,VE1910,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,10,5,Soro,VE191005,Mariño,VE1910,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,11,1,Capital Mejia,VE191101,Mejia,VE1911,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,12,1,Cumanacoa,VE191201,Montes,VE1912,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,12,2,Arenas,VE191202,Montes,VE1912,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,12,3,Aricagua,VE191203,Montes,VE1912,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,12,4,Cocollar,VE191204,Montes,VE1912,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,12,5,San Fernando,VE191205,Montes,VE1912,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,12,6,San Lorenzo,VE191206,Montes,VE1912,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,13,1,Villa Frontado (Muelle De,VE191301,Ribero,VE1913,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,13,2,Catuaro,VE191302,Ribero,VE1913,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,13,3,Rendon,VE191303,Ribero,VE1913,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,13,4,Santa Cruz,VE191304,Ribero,VE1913,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,13,5,Santa Maria,VE191305,Ribero,VE1913,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,14,1,Altagracia,VE191401,Sucre,VE1914,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,14,2,Ayacucho,VE191402,Sucre,VE1914,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,14,3,Santa Ines,VE191403,Sucre,VE1914,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,14,4,Valentin Valiente,VE191404,Sucre,VE1914,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,14,5,San Juan,VE191405,Sucre,VE1914,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,14,6,Raul Leoni,VE191406,Sucre,VE1914,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,14,7,Santa Fe,VE191407,Sucre,VE1914,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,15,1,Gõiria,VE191501,Valdez,VE1915,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,15,2,Bideau,VE191502,Valdez,VE1915,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,15,3,Cristobal Colon,VE191503,Valdez,VE1915,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
19,15,4,Punta De Piedras,VE191504,Valdez,VE1915,Sucre,VE19,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,1,1,Capital Andres Bello,VE200101,Andres Bello,VE2001,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,2,1,Capital Antonio Romulo Cos,VE200201,Antonio Romulo Cos,VE2002,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,3,1,Ayacucho,VE200301,Ayacucho,VE2003,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,3,2,Rivas Berti,VE200302,Ayacucho,VE2003,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,3,3,San Pedro Del Rio,VE200303,Ayacucho,VE2003,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,4,1,Bolivar,VE200401,Bolivar,VE2004,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,4,2,Palotal,VE200402,Bolivar,VE2004,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,4,3,Juan Vicente Gomez,VE200403,Bolivar,VE2004,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,4,4,Isaias Medina Angarita,VE200404,Bolivar,VE2004,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,5,1,Cardenas,VE200501,Cardenas,VE2005,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,5,2,Amenodoro Rangel Lamus,VE200502,Cardenas,VE2005,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,5,3,La Florida,VE200503,Cardenas,VE2005,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,6,1,Capital Cordoba,VE200601,Cordoba,VE2006,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,7,1,Fernandez Feo,VE200701,Fernandez Feo,VE2007,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,7,2,Alberto Adriani,VE200702,Fernandez Feo,VE2007,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,7,3,Santo Domingo,VE200703,Fernandez Feo,VE2007,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,8,1,Capital Francisco De Miran,VE200801,Francisco De Miran,VE2008,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,9,1,Capital Garcia De Hevia,VE200901,Garcia De Hevia,VE2009,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,9,2,Boca De Grita,VE200902,Garcia De Hevia,VE2009,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,9,3,Jose Antonio Paez,VE200903,Garcia De Hevia,VE2009,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,10,1,Capital Guasimos,VE201001,Guasimos,VE2010,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,11,1,Independencia,VE201101,Independencia,VE2011,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,11,2,Juan German Roscio,VE201102,Independencia,VE2011,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,11,3,Roman Cardenas,VE201103,Independencia,VE2011,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,12,1,Jauregui,VE201201,Jauregui,VE2012,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,12,2,Emilio Constantino Guerrer,VE201202,Jauregui,VE2012,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,12,3,Monseñor Miguel Antonio Sa,VE201203,Jauregui,VE2012,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,13,0,Capital  Jose Maria Vargas,VE201300,Jose Maria Vargas,VE2013,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,14,1,Junin,VE201401,Junin,VE2014,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,14,2,La Petrolea,VE201402,Junin,VE2014,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,14,3,Quinimari,VE201403,Junin,VE2014,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,14,4,Bramon,VE201404,Junin,VE2014,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,15,1,Capital Libertad,VE201501,Libertad,VE2015,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,15,2,Cipriano Castro,VE201502,Libertad,VE2015,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,15,3,Manuel Felipe Rugeles,VE201503,Libertad,VE2015,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,16,1,Libertador,VE201601,Libertador,VE2016,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,16,2,Emeterio Ochoa,VE201602,Libertador,VE2016,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,16,3,Doradas,VE201603,Libertador,VE2016,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,16,4,San Joaquin De Navay,VE201604,Libertador,VE2016,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,17,1,Lobatera,VE201701,Lobatera,VE2017,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,17,2,Constitucion,VE201702,Lobatera,VE2017,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,18,0,Capital Michelena,VE201800,Michelena,VE2018,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,19,1,Panamericano,VE201901,Panamericano,VE2019,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,19,2,La Palmita,VE201902,Panamericano,VE2019,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,20,1,Pedro Maria Ureña,VE202001,Pedro Maria Ureña,VE2020,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,20,2,Nueva Arcadia,VE202002,Pedro Maria Ureña,VE2020,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,21,0,Capital  Rafael Urdaneta,VE202100,Rafael Urdaneta,VE2021,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,22,1,Samuel Dario Maldonado,VE202201,Samuel Dario Maldo,VE2022,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,22,2,Bocono,VE202202,Samuel Dario Maldo,VE2022,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,22,3,Hernandez,VE202203,Samuel Dario Maldo,VE2022,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,23,1,La Concordia,VE202301,San Cristobal,VE2023,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,23,2,Pedro Maria Morantes,VE202302,San Cristobal,VE2023,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,23,3,San Juan Bautista,VE202303,San Cristobal,VE2023,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,23,4,San Sebastian,VE202304,San Cristobal,VE2023,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,23,5,Dr. Francisco Romero Lobo,VE202305,San Cristobal,VE2023,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,24,1,Capital Seboruco,VE202401,Seboruco,VE2024,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,25,1,Capital Simon Rodriguez,VE202501,Simon Rodriguez,VE2025,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,26,1,Sucre,VE202601,Sucre,VE2026,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,26,2,Eleazar Lopez Contreras,VE202602,Sucre,VE2026,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,26,3,San Pablo,VE202603,Sucre,VE2026,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,27,1,Capital Torbes,VE202701,Torbes,VE2027,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,28,1,Capital  Uribante,VE202801,Uribante,VE2028,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,28,2,Cardenas,VE202802,Uribante,VE2028,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,28,3,Juan Pablo Peñaloza,VE202803,Uribante,VE2028,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,28,4,Potosi,VE202804,Uribante,VE2028,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
20,29,1,Capital San Judas Tadeo,VE202901,San Judas Tadeo,VE2029,Tachira,VE20,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,1,1,Capital Santa Isabel,VE210101,Andres Bello,VE2101,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,1,2,Araguaney,VE210102,Andres Bello,VE2101,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,1,3,El Jagõito,VE210103,Andres Bello,VE2101,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,1,4,La Esperanza,VE210104,Andres Bello,VE2101,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,1,Bocono,VE210201,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,2,El Carmen,VE210202,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,3,Mosquey,VE210203,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,4,Ayacucho,VE210204,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,5,Burbusay,VE210205,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,6,General Rivas,VE210206,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,7,Guaramacal,VE210207,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,8,Vega De Guaramacal,VE210208,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,9,Monseñor Jauregui,VE210209,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,10,Rafael Rangel,VE210210,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,11,San Miguel,VE210211,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,2,12,San Jose,VE210212,Bocono,VE2102,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,3,1,Sabana Grande,VE210301,Bolivar,VE2103,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,3,2,Cheregõe,VE210302,Bolivar,VE2103,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,3,3,Granados,VE210303,Bolivar,VE2103,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,4,1,Chejende,VE210401,Candelaria,VE2104,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,4,2,Arnoldo Gabaldon,VE210402,Candelaria,VE2104,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,4,3,Bolivia,VE210403,Candelaria,VE2104,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,4,4,Carrillo,VE210404,Candelaria,VE2104,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,4,5,Cegarra,VE210405,Candelaria,VE2104,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,4,6,Manuel Salvador Ulloa,VE210406,Candelaria,VE2104,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,4,7,San Jose,VE210407,Candelaria,VE2104,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,5,1,Carache,VE210501,Carache,VE2105,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
