admin0Name_es,admin0Pcode,admin1Name_es,admin1Pcode,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,date,validOn,validTo
Colombia,CO,Valle del Cauca,CO76,Vijes,CO76869,Vijes,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Ginebra,CO76306,Ginebra,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Dolores,CO73236,Dolores,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Prado,CO73563,Prado,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Colombia,CO41206,Colombia,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Lejanias,CO50400,Lejanias,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,Cacahual,CO94886,Cacahual,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,La Uribe,CO50370,La Uribe,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Rioblanco,CO73616,Rioblanco,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,El Cerrito,CO76248,El Cerrito,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,La Cumbre,CO76377,La Cumbre,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,El Castillo,CO50251,El Castillo,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,Barranco Mina,CO94343,Barranco Mina,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Palmira,CO76520,Palmira,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Yumbo,CO76892,Yumbo,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Natagaima,CO73483,Natagaima,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Ataco,CO73067,Ataco,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Granada,CO50313,Granada,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Mesetas,CO50330,Mesetas,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Fuente de Oro,CO50287,Fuente de Oro,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Cali,CO76001,Cali,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Alpujarra,CO73024,Alpujarra,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,San Juan de Arama,CO50683,San Juan de Arama,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Puerto Lleras,CO50577,Puerto Lleras,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Pradera,CO76563,Pradera,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Mapiripán,CO50325,Mapiripan,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Candelaria,CO76130,Candelaria,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Villavieja,CO41872,Villavieja,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Aipe,CO41016,Aipe,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Florida,CO76275,Florida,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Puerto Tejada,CO19573,Puerto Tejada,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Planadas,CO73555,Planadas,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Jamundí,CO76364,Jamundi,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Miranda,CO19455,Miranda,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Baraya,CO41078,Baraya,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Neiva,CO41001,Neiva,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Villa Rica,CO19845,Villa Rica,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,López,CO19418,Lopez,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Vista Hermosa,CO50711,Vista Hermosa,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Padilla,CO19513,Padilla,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Caloto,CO19142,Caloto,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Corinto,CO19212,Corinto,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,Puerto Colombia,CO94884,Puerto Colombia,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Tello,CO41799,Tello,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Santander Quilichao,CO19698,Santander Quilichao,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Buenos Aires,CO19110,Buenos Aires,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Toribío,CO19821,Toribio,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Palermo,CO41524,Palermo,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Puerto Rico,CO50590,Puerto Rico,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Santa María,CO41676,Santa Maria,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Suárez,CO19780,Suarez,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Paez,CO19517,Paez,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Puerto Concordia,CO50450,Puerto Concordia,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Jambalo,CO19364,Jambalo,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Morales,CO19473,Morales,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Iquira,CO41357,Iquira,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,San Vicente del Caguán,CO18753,San Vicente del Caguan,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Timbiquí,CO19809,Timbiqui,,,2009-01-01,2014-10-29,
Colombia,CO,Guaviare,CO95,San José Guaviare,CO95001,San Jose Guaviare,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Caldono,CO19137,Caldono,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,Morichal Nuevo,CO94888,Morichal Nuevo,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Rivera,CO41615,Rivera,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Piendamó,CO19548,Piendamo,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Teruel,CO41801,Teruel,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Silvia,CO19743,Silvia,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Campoalegre,CO41132,Campoalegre,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Yaguara,CO41885,Yaguara,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Algeciras,CO41020,Algeciras,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Cajibío,CO19130,Cajibio,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Nataga,CO41483,Nataga,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,El Charco,CO52250,El Charco,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Hobo,CO41349,Hobo,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Inzá,CO19355,Inza,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,La Tola,CO52390,La Tola,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Tesalia,CO41797,Tesalia,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Santa Bárbara,CO52696,Santa Barbara,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Olaya Herrera,CO52490,Olaya Herrera,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Mosquera,CO52473,Mosquera,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,La Macarena,CO50350,La Macarena,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Totoro,CO19824,Totoro,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Popayán,CO19001,Popayan,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Gigante,CO41306,Gigante,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Argelia,CO19050,Argelia,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,San Felipe,CO94883,San Felipe,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Puerto Rico,CO18592,Puerto Rico,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,La Plata,CO41396,La Plata,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Paicol,CO41518,Paicol,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Timbio,CO19807,Timbio,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,Pana Pana,CO94887,Pana Pana,,,2009-01-01,2014-10-29,
Colombia,CO,Guaviare,CO95,El Retorno,CO95025,El Retorno,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Puracé,CO19585,Purace,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Sotara,CO19760,Sotara,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Agrado,CO41013,Agrado,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Pital,CO41548,Pital,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Patía,CO19532,Patia,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,El Doncello,CO18247,El Doncello,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Garzón,CO41298,Garzon,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Rosas,CO19622,Rosas,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,El Paujíl,CO18256,El Paujil,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Francisco Pizarro,CO52520,Francisco Pizarro,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Isnos,CO41359,Isnos,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,La Argentina,CO41378,La Argentina,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Saladoblanco,CO41660,Saladoblanco,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,La Sierra,CO19392,La Sierra,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Roberto Payán,CO52621,Roberto Payan,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,La Montañita,CO18410,La Montanita,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Tarquí,CO41791,Tarqui,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Balboa,CO19075,Balboa,,,2009-01-01,2014-10-29,
Colombia,CO,Guaviare,CO95,Calamar,CO95015,Calamar,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,San Agustín,CO41668,San Agustin,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Altamira,CO41026,Altamira,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,La Vega,CO19397,La Vega,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Bolívar,CO19100,Bolivar,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Florencia,CO18001,Florencia,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Oporapa,CO41503,Oporapa,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Leiva,CO52405,Leiva,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Maguí,CO52427,Magui,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Guadalupe,CO41319,Guadalupe,,,2009-01-01,2014-10-29,
Colombia,CO,Vaupés,CO97,Papunahua,CO97777,Papunahua,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Tumaco,CO52835,Tumaco,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Elias,CO41244,Elias,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Timana,CO41807,Timana,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Almaguer,CO19022,Almaguer,,,2009-01-01,2014-10-29,
Colombia,CO,Guaviare,CO95,Miraflores,CO95200,Miraflores,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Suazá,CO41770,Suaza,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,El Rosario,CO52256,El Rosario,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Pitalito,CO41551,Pitalito,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,San Sebastian,CO19693,San Sebastian,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Mercaderes,CO19450,Mercaderes,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Cumbitara,CO52233,Cumbitara,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Santa Rosa,CO19701,Santa Rosa,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Policarpa,CO52540,Policarpa,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Barbacoas,CO52079,Barbacoas,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Acevedo,CO41006,Acevedo,,,2009-01-01,2014-10-29,
Colombia,CO,Vaupés,CO97,Mitú,CO97001,Mitu,,,2009-01-01,2014-10-29,
Colombia,CO,Huila,CO41,Palestina,CO41530,Palestina,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Belén Andaquies,CO18094,Belen Andaquies,,,2009-01-01,2014-10-29,
Colombia,CO,Vaupés,CO97,Carurú,CO97161,Caruru,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Florencia,CO19290,Florencia,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,San Pablo,CO52693,San Pablo,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Los Andes,CO52418,Los Andes,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,La Unión,CO52399,La Union,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Taminango,CO52786,Taminango,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,La Guadalupe,CO94885,La Guadalupe,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Colón,CO52203,Colon,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,San Lorenzo,CO52687,San Lorenzo,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,La Llanada,CO52385,La Llanada,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,La Cruz,CO52378,La Cruz,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Belén,CO52083,Belen,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,El Peñol,CO52254,El Penol,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Samaniego,CO52678,Samaniego,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,San Pedro de Cartago,CO52694,San Pedro de Cartago,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,San Bernardo,CO52685,San Bernardo,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,San José Fragua,CO18610,San Jose Fragua,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Piamonte,CO19533,Piamonte,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Morelia,CO18479,Morelia,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Arboleda,CO52051,Arboleda,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,El Tambo,CO52260,El Tambo,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Chachaguí,CO52240,Chachagui,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,El Tablón,CO52258,El Tablon,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Alban,CO52019,Alban,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Mocoa,CO86001,Mocoa,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Linares,CO52411,Linares,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Ricaurte,CO52612,Ricaurte,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Cartagena del Chairá,CO18150,Cartagena del Chaira,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Buesaco,CO52110,Buesaco,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,San Francisco,CO86755,San Francisco,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,La Florida,CO52381,La Florida,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Santacruz,CO52699,Santacruz,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Sandoná,CO52683,Sandona,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Albania,CO18029,Albania,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Milán,CO18460,Milan,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Pasto,CO52001,Pasto,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Valparaíso,CO18860,Valparaiso,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Mallama,CO52435,Mallama,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Ancuyá,CO52036,Ancuya,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Sibundoy,CO86749,Sibundoy,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Colón,CO86219,Colon,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Providencia,CO52565,Providencia,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Túquerres,CO52838,Tuquerres,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Consacá,CO52207,Consaca,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Curillo,CO18205,Curillo,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Guaitarilla,CO52320,Guaitarilla,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Santiago,CO86760,Santiago,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Solano,CO18756,Solano,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Tangua,CO52788,Tangua,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Yacuanquér,CO52885,Yacuanquer,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Imués,CO52354,Imues,,,2009-01-01,2014-10-29,
Colombia,CO,Vaupés,CO97,Yavarate,CO97889,Yavarate,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Sapuyes,CO52720,Sapuyes,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Villagarzón,CO86885,Villagarzon,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Ospina,CO52506,Ospina,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Puerto Guzmán,CO86571,Puerto Guzman,,,2009-01-01,2014-10-29,
Colombia,CO,Caquetá,CO18,Solita,CO18785,Solita,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Funes,CO52287,Funes,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Guachucal,CO52317,Guachucal,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Guapí,CO19318,Guapi,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Carmen del Darién,CO27150,Carmen del Darien,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Belén de Bajirá,CO27086,Belen de Bajira,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Riosucio,CO27615,Riosucio,,,2009-01-01,2014-10-29,
Colombia,CO,Magdalena,CO47,Nueva Granada,CO47460,Nueva Granada,,,2009-01-01,2014-10-29,
Colombia,CO,Magdalena,CO47,Zapayán,CO47960,Zapayan,,,2009-01-01,2014-10-29,
Colombia,CO,Magdalena,CO47,Zona Bananera,CO47980,Zona Bananera,,,2009-01-01,2014-10-29,
Colombia,CO,Magdalena,CO47,Sta Bárbara de Pinto,CO47720,Sta Barbara de Pinto,,,2009-01-01,2014-10-29,
Colombia,CO,Cesar,CO20,Manaure,CO20443,Manaure,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Cértegui,CO27160,Certegui,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Río Iro,CO27580,Rio Iro,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Medio San Juan,CO27450,Medio San Juan,,,2009-01-01,2014-10-29,
Colombia,CO,Sucre,CO70,Coveñas,CO70221,Covenas,,,2009-01-01,2014-10-29,
Colombia,CO,Sucre,CO70,El Roble,CO70233,El Roble,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Nariño,CO52480,Narino,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,Sucre,CO19785,Sucre,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,El Dorado,CO50270,El Dorado,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,Mapiripana,CO94663,Mapiripana,,,2009-01-01,2014-10-29,
Colombia,CO,San Andrés y Providencia,CO88,San Andrés y Providencia,CO88001,San Andres y Providencia,,,2009-01-01,2014-10-29,
Colombia,CO,Cauca,CO19,El Tambo,CO19256,El Tambo,,,2009-01-01,2014-10-29,
