admin0Name_es,admin0Pcode,admin1Name_es,admin1Pcode,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,date,validOn,validTo
Colombia,CO,Cundinamarca,CO25,Cucunuba,CO25224,Cucunuba,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Pacho,CO25513,Pacho,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Sutatausa,CO25781,Sutatausa,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Anserma,CO17042,Anserma,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Zipaquirá,CO25899,Zipaquira,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Santuario,CO66687,Santuario,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Quebradanegra,CO25592,Quebradanegra,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Macheta,CO25426,Macheta,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Palestina,CO17524,Palestina,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tibirita,CO25807,Tibirita,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Viterbo,CO17877,Viterbo,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Nóvita,CO27491,Novita,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,San Jose,CO17665,San Jose,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Tenza,CO15798,Tenza,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Supata,CO25777,Supata,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Campohermoso,CO15135,Campohermoso,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Nocaima,CO25491,Nocaima,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Sesquilé,CO25736,Sesquile,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Chinchiná,CO17174,Chinchina,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Subachoque,CO25769,Subachoque,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Villeta,CO25875,Villeta,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,La Vega,CO25402,La Vega,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Manta,CO25436,Manta,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Belalcázar,CO17088,Belalcazar,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Macanal,CO15425,Macanal,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Istmina,CO27361,Istmina,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Condotó,CO27205,Condoto,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Neira,CO17486,Neira,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,La Peña,CO25398,La Pena,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Belén de Umbría,CO66088,Belen de Umbria,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Chinavita,CO15172,Chinavita,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tausa,CO25793,Tausa,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Útica,CO25851,Utica,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Chocontá,CO25183,Choconta,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Miraflores,CO15455,Miraflores,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Suesca,CO25772,Suesca,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Apía,CO66045,Apia,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Pachavita,CO15511,Pachavita,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Vergara,CO25862,Vergara,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Nimaima,CO25489,Nimaima,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Cogua,CO25200,Cogua,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Risaralda,CO17616,Risaralda,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Manizales,CO17001,Manizales,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Garagoa,CO15299,Garagoa,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Nemocón,CO25486,Nemocon,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,La Capilla,CO15380,La Capilla,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Guateque,CO15322,Guateque,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Sutatenza,CO15778,Sutatenza,,,2009-01-01,2014-10-29,
Colombia,CO,Caldas,CO17,Villamaria,CO17873,Villamaria,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Marsella,CO66440,Marsella,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Gachancipá,CO25295,Gachancipa,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,San Francisco,CO25658,San Francisco,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tocancipá,CO25817,Tocancipa,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Sasaima,CO25718,Sasaima,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,San José del Palmar,CO27660,San Jose del Palmar,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Almeida,CO15022,Almeida,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Somondoco,CO15761,Somondoco,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Chaguaní,CO25168,Chaguani,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tabio,CO25785,Tabio,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Guayata,CO15325,Guayata,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Balboa,CO66075,Balboa,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Guatavita,CO25326,Guatavita,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Cajicá,CO25126,Cajica,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,San Juan de Rioseco,CO25662,San Juan de Rioseco,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Santa Rosa de Cabal,CO66682,Santa Rosa de Cabal,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Sopó,CO25758,Sopo,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Vianí,CO25867,Viani,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Santa María,CO15690,Santa Maria,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Gachetá,CO25297,Gacheta,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Albán,CO25019,Alban,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Guayabal de Siquima,CO25328,Guayabal de Siquima,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,El Rosal,CO25260,El Rosal,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,La Virginia,CO66400,La Virginia,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Chivor,CO15236,Chivor,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Bituima,CO25095,Bituima,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Guasca,CO25322,Guasca,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Chía,CO25175,Chia,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Pereira,CO66001,Pereira,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tenjo,CO25799,Tenjo,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Facatativá,CO25269,Facatativa,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Ubalá,CO25839,Ubala,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,Dos Quebradas,CO66170,Dos Quebradas,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Madrid,CO25430,Madrid,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Cota,CO25214,Cota,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Anolaima,CO25040,Anolaima,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Beltrán,CO25086,Beltran,,,2009-01-01,2014-10-29,
Colombia,CO,Bogotá D.C.,CO11,Bogotá D.C.,CO11001,Bogota D.C.,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Junín,CO25372,Junin,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,La Calera,CO25377,La Calera,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Zipacón,CO25898,Zipacon,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Gachala,CO25293,Gachala,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Quipile,CO25596,Quipile,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Funza,CO25286,Funza,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Gama,CO25299,Gama,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Cachipay,CO25123,Cachipay,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Bojacá,CO25099,Bojaca,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Pulí,CO25580,Puli,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Mosquera,CO25473,Mosquera,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,La Mesa,CO25386,La Mesa,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tena,CO25797,Tena,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Fomequé,CO25279,Fomeque,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Medina,CO25438,Medina,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Jerusalén,CO25368,Jerusalen,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Choachí,CO25181,Choachi,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,San Antonio Tequendama,CO25645,San Antonio Tequendama,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Anapoima,CO25035,Anapoima,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Soacha,CO25754,Soacha,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Rafael Reyes,CO25599,Rafael Reyes,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,El Colegio,CO25245,El Colegio,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tocaíma,CO25815,Tocaima,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Guataquí,CO25324,Guataqui,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Granada,CO25312,Granada,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Ubaqué,CO25841,Ubaque,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Sibaté,CO25740,Sibate,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Viotá,CO25878,Viota,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Chipaque,CO25178,Chipaque,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Silvania,CO25743,Silvania,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Nariño,CO25483,Narino,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Caqueza,CO25151,Caqueza,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Girardot,CO25307,Girardot,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Une,CO25845,Une,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Fusagasugá,CO25290,Fusagasuga,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Agua de Díos,CO25001,Agua de Dios,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Quetame,CO25594,Quetame,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Pasca,CO25535,Pasca,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Ricaurte,CO25612,Ricaurte,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Tibacuy,CO25805,Tibacuy,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Nilo,CO25488,Nilo,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Fosca,CO25281,Fosca,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Guayabetal,CO25335,Guayabetal,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Gutiérrez,CO25339,Gutierrez,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Arbeláez,CO25053,Arbelaez,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Pandi,CO25524,Pandi,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,San Bernardo,CO25649,San Bernardo,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Venecia,CO25506,Venecia,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Cabrera,CO25120,Cabrera,,,2009-01-01,2014-10-29,
Colombia,CO,Cesar,CO20,El Copey,CO20238,El Copey,,,2009-01-01,2014-10-29,
Colombia,CO,Magdalena,CO47,Fundación,CO47288,Fundacion,,,2009-01-01,2014-10-29,
Colombia,CO,Cesar,CO20,Pueblo Bello,CO20570,Pueblo Bello,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Paéz,CO15514,Paez,,,2009-01-01,2014-10-29,
Colombia,CO,Risaralda,CO66,La Celia,CO66383,La Celia,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,Chita,CO15183,Chita,,,2009-01-01,2014-10-29,
Colombia,CO,Arauca,CO81,Tame,CO81794,Tame,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Litoral del San Juan,CO27250,Litoral del San Juan,,,2009-01-01,2014-10-29,
Colombia,CO,Chocó,CO27,Sipí,CO27745,Sipi,,,2009-01-01,2014-10-29,
Colombia,CO,Cundinamarca,CO25,Paratebueno,CO25530,Paratebueno,,,2009-01-01,2014-10-29,
Colombia,CO,Arauca,CO81,Puerto Rondón,CO81591,Puerto Rondon,,,2009-01-01,2014-10-29,
Colombia,CO,Arauca,CO81,Cravo Norte,CO81220,Cravo Norte,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,El Cocuy,CO15244,El Cocuy,,,2009-01-01,2014-10-29,
Colombia,CO,Boyacá,CO15,San Luis de Gaceno,CO15667,San Luis de Gaceno,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Orito,CO86320,Orito,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Pupiales,CO52585,Pupiales,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Aldana,CO52022,Aldana,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Gualmatan,CO52323,Gualmatan,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Contadero,CO52210,Contadero,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Puerres,CO52573,Puerres,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Cuaspud,CO52224,Cuaspud,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Ipiales,CO52356,Ipiales,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Cordoba,CO52215,Cordoba,,,2009-01-01,2014-10-29,
Colombia,CO,Nariño,CO52,Potosí,CO52560,Potosi,,,2009-01-01,2014-10-29,
Colombia,CO,Putumayo,CO86,Valle del Guamuéz,CO86865,Valle del Guamuez,,,2009-01-01,2014-10-29,
Colombia,CO,Vichada,CO99,Puerto Carreño,CO99001,Puerto Carreno,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Hato Corozal,CO85125,Hato Corozal,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,La Salina,CO85136,La Salina,,,2009-01-01,2014-10-29,
Colombia,CO,Vichada,CO99,La Primavera,CO99524,La Primavera,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Paz de Ariporo,CO85250,Paz de Ariporo,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Sacama,CO85315,Sacama,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Tamara,CO85400,Tamara,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Pore,CO85263,Pore,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Nunchía,CO85225,Nunchia,,,2009-01-01,2014-10-29,
Colombia,CO,Vichada,CO99,Cumaribo,CO99773,Cumaribo,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Trinidad,CO85430,Trinidad,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Yopal,CO85001,Yopal,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,San Luis de Palenque,CO85325,San Luis de Palenque,,,2009-01-01,2014-10-29,
Colombia,CO,Vichada,CO99,Santa Rosalia,CO99624,Santa Rosalia,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Recetor,CO85279,Recetor,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Chameza,CO85015,Chameza,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Aguazul,CO85010,Aguazul,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Honda,CO73349,Honda,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Mariquita,CO73443,Mariquita,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Fresno,CO73283,Fresno,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Orocué,CO85230,Orocue,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Tauramena,CO85410,Tauramena,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Falan,CO73270,Falan,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Herveo,CO73347,Herveo,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Armero,CO73055,Armero,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Palo Cabildo,CO73520,Palo Cabildo,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Casabianca,CO73152,Casabianca,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Maní,CO85139,Mani,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Monterrey,CO85162,Monterrey,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Villahermosa,CO73870,Villahermosa,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,El Águila,CO76243,El Aguila,,,2009-01-01,2014-10-29,
Colombia,CO,Casanare,CO85,Sabanalarga,CO85300,Sabanalarga,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Líbano,CO73411,Libano,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Lérida,CO73408,Lerida,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Ambalema,CO73030,Ambalema,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Puerto Gaitán,CO50568,Puerto Gaitan,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Murillo,CO73461,Murillo,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Ansermanuevo,CO76041,Ansermanuevo,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,El Cairo,CO76246,El Cairo,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Santa Isabel,CO73686,Santa Isabel,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Venadillo,CO73861,Venadillo,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Cartago,CO76147,Cartago,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Argelia,CO76054,Argelia,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Ulloa,CO76845,Ulloa,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Barranca de Upía,CO50110,Barranca de Upia,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Toro,CO76823,Toro,,,2009-01-01,2014-10-29,
Colombia,CO,Quindío,CO63,Filandia,CO63272,Filandia,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Alcalá,CO76020,Alcala,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Coello,CO73200,Coello,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Bolívar,CO76100,Bolivar,,,2009-01-01,2014-10-29,
Colombia,CO,Quindío,CO63,La Tebaida,CO63401,La Tebaida,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Cabuyaro,CO50124,Cabuyaro,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Zarzal,CO76895,Zarzal,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Restrepo,CO50606,Restrepo,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,El Calvario,CO50245,El Calvario,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Puerto López,CO50573,Puerto Lopez,,,2009-01-01,2014-10-29,
Colombia,CO,Quindío,CO63,Córdoba,CO63212,Cordoba,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Caicedonia,CO76122,Caicedonia,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Sevilla,CO76736,Sevilla,,,2009-01-01,2014-10-29,
Colombia,CO,Quindío,CO63,Buenavista,CO63111,Buenavista,,,2009-01-01,2014-10-29,
Colombia,CO,Quindío,CO63,Pijao,CO63548,Pijao,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Cumaral,CO50226,Cumaral,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Rovira,CO73624,Rovira,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,San Luis,CO73678,San Luis,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Bugalagrande,CO76113,Bugalagrande,,,2009-01-01,2014-10-29,
Colombia,CO,Quindío,CO63,Génova,CO63302,Genova,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Trujillo,CO76828,Trujillo,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Flandes,CO73275,Flandes,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Villavicencio,CO50001,Villavicencio,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Roncesvalles,CO73622,Roncesvalles,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Valle de San Juan,CO73854,Valle de San Juan,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Melgar,CO73449,Melgar,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Icononzo,CO73352,Icononzo,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Suárez,CO73770,Suarez,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Guamo,CO73319,Guamo,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Espinal,CO73268,Espinal,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Carmen de Apicalá,CO73148,Carmen de Apicala,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Buenaventura,CO76109,Buenaventura,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Andalucía,CO76036,Andalucia,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Riofrio,CO76616,Riofrio,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Acacías,CO50006,Acacias,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Tuluá,CO76834,Tulua,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Cunday,CO73226,Cunday,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,San Antonio,CO73675,San Antonio,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Ortega,CO73504,Ortega,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Guamal,CO50318,Guamal,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Calima,CO76126,Calima,,,2009-01-01,2014-10-29,
Colombia,CO,Guainía,CO94,Inirida,CO94001,Inirida,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Yotoco,CO76890,Yotoco,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,San Pedro,CO76670,San Pedro,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Chaparral,CO73168,Chaparral,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,San Luis de Cubarral,CO50223,San Luis de Cubarral,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Purificación,CO73585,Purificacion,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Saldaña,CO73671,Saldana,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Buga,CO76111,Buga,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Villarrica,CO73873,Villarrica,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,San Carlos Guaroa,CO50680,San Carlos Guaroa,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,Castilla la Nueva,CO50150,Castilla la Nueva,,,2009-01-01,2014-10-29,
Colombia,CO,Tolima,CO73,Coyaima,CO73217,Coyaima,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Dagua,CO76233,Dagua,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Restrepo,CO76606,Restrepo,,,2009-01-01,2014-10-29,
Colombia,CO,Meta,CO50,San Martín,CO50689,San Martin,,,2009-01-01,2014-10-29,
Colombia,CO,Valle del Cauca,CO76,Guacarí,CO76318,Guacari,,,2009-01-01,2014-10-29,
