id,name_1,name_alt,type_1,type_alt,code_gadm,code_govt
FRA009005002012008,Oudalle,,Commune,Commune simple,FRA.9.5.2.12.8_1,
FRA009005002012009,Rogerville,,Commune,Commune simple,FRA.9.5.2.12.9_1,
FRA009005002012010,Sainneville,,Commune,Commune simple,FRA.9.5.2.12.10_1,
FRA009005002012011,Saint-Aubin-Routot,,Commune,Commune simple,FRA.9.5.2.12.11_1,
FRA009005002012012,Saint-Gilles-de-la-Neuville,,Commune,Commune simple,FRA.9.5.2.12.12_1,
FRA009005002012013,Saint-Laurent-de-Brèvedent,,Commune,Commune simple,FRA.9.5.2.12.13_1,
FRA009005002012014,Saint-Romain-de-Colbosc,,Commune,Chef-lieu canton,FRA.9.5.2.12.14_1,
FRA009005002012015,Saint-Vigor-d'Ymonville,,Commune,Commune simple,FRA.9.5.2.12.15_1,
FRA009005002012016,Saint-Vincent-Cramesnil,,Commune,Commune simple,FRA.9.5.2.12.16_1,
FRA009005002012017,Sandouville,,Commune,Commune simple,FRA.9.5.2.12.17_1,
FRA009005002012018,Tancarville,,Commune,Commune simple,FRA.9.5.2.12.18_1,
FRA009005002013001,Ancretteville-sur-Mer,,Commune,Commune simple,FRA.9.5.2.13.1_1,
FRA009005002013002,Angerville-la-Martel,,Commune,Commune simple,FRA.9.5.2.13.2_1,
FRA009005002013003,Colleville,,Commune,Commune simple,FRA.9.5.2.13.3_1,
FRA009005002013004,Contremoulins,,Commune,Commune simple,FRA.9.5.2.13.4_1,
FRA009005002013005,Criquetot-le-Mauconduit,,Commune,Commune simple,FRA.9.5.2.13.5_1,
FRA009005002013006,Écretteville-sur-Mer,,Commune,Commune simple,FRA.9.5.2.13.6_1,
FRA009005002013007,Életot,,Commune,Commune simple,FRA.9.5.2.13.7_1,
FRA009005002013008,Gerponville,,Commune,Commune simple,FRA.9.5.2.13.8_1,
FRA009005002013009,Limpiville,,Commune,Commune simple,FRA.9.5.2.13.9_1,
FRA009005002013010,Riville,,Commune,Commune simple,FRA.9.5.2.13.10_1,
FRA009005002013011,Saint-Pierre-en-Port,,Commune,Commune simple,FRA.9.5.2.13.11_1,
FRA009005002013012,Sainte-Hélène-Bondeville,,Commune,Commune simple,FRA.9.5.2.13.12_1,
FRA009005002013013,Sassetot-le-Mauconduit,,Commune,Commune simple,FRA.9.5.2.13.13_1,
FRA009005002013014,Sorquainville,,Commune,Commune simple,FRA.9.5.2.13.14_1,
FRA009005002013015,Thérouldeville,,Commune,Commune simple,FRA.9.5.2.13.15_1,
FRA009005002013016,Theuville-aux-Maillots,,Commune,Commune simple,FRA.9.5.2.13.16_1,
FRA009005002013017,Thiergeville,,Commune,Commune simple,FRA.9.5.2.13.17_1,
FRA009005002013018,Thiétreville,,Commune,Commune simple,FRA.9.5.2.13.18_1,
FRA009005002013019,Toussaint,,Commune,Commune simple,FRA.9.5.2.13.19_1,
FRA009005002013020,Valmont,,Commune,Chef-lieu canton,FRA.9.5.2.13.20_1,
FRA009005002013021,Vinnemerville,,Commune,Commune simple,FRA.9.5.2.13.21_1,
FRA009005002013022,Ypreville-Biville,,Commune,Commune simple,FRA.9.5.2.13.22_1,
FRA009005003001001,Bihorel,,Commune,Commune simple,FRA.9.5.3.1.1_1,
FRA009005003001002,Bois-Guillaume,,Commune,Chef-lieu canton,FRA.9.5.3.1.2_1,
FRA009005003001003,Isneauville,,Commune,Commune simple,FRA.9.5.3.1.3_1,
FRA009005003002001,Amfreville-la-Mi-Voie,,Commune,Commune simple,FRA.9.5.3.2.1_1,
FRA009005003002002,Belbeuf,,Commune,Commune simple,FRA.9.5.3.2.2_1,
FRA009005003002003,Bonsecours,,Commune,Commune simple,FRA.9.5.3.2.3_1,
FRA009005003002004,Boos,,Commune,Chef-lieu canton,FRA.9.5.3.2.4_1,
FRA009005003002005,Franqueville-Saint-Pierre,,Commune,Commune simple,FRA.9.5.3.2.5_1,
FRA009005003002006,Fresne-le-Plan,,Commune,Commune simple,FRA.9.5.3.2.6_1,
FRA009005003002007,Gouy,,Commune,Commune simple,FRA.9.5.3.2.7_1,
FRA009005003002008,La Neuville-Chant-d'Oisel,,Commune,Commune simple,FRA.9.5.3.2.8_1,
FRA009005003002009,Le Mesnil-Esnard,,Commune,Commune simple,FRA.9.5.3.2.9_1,
FRA009005003002010,Les Authieux-sur-le-Port-Saint-Ouen,,Commune,Commune simple,FRA.9.5.3.2.10_1,
FRA009005003002011,Mesnil-Raoul,,Commune,Commune simple,FRA.9.5.3.2.11_1,
FRA009005003002012,Montmain,,Commune,Commune simple,FRA.9.5.3.2.12_1,
FRA009005003002013,Quévreville-la-Poterie,,Commune,Commune simple,FRA.9.5.3.2.13_1,
FRA009005003002014,Saint-Aubin-Celloville,,Commune,Commune simple,FRA.9.5.3.2.14_1,
FRA009005003002015,Ymare,,Commune,Commune simple,FRA.9.5.3.2.15_1,
FRA009005003003001,Bierville,,Commune,Commune simple,FRA.9.5.3.3.1_1,
FRA009005003003002,Blainville-Crevon,,Commune,Commune simple,FRA.9.5.3.3.2_1,
FRA009005003003003,Bois-Guilbert,,Commune,Commune simple,FRA.9.5.3.3.3_1,
FRA009005003003004,Bois-Héroult,,Commune,Commune simple,FRA.9.5.3.3.4_1,
FRA009005003003005,Boissay,,Commune,Commune simple,FRA.9.5.3.3.5_1,
FRA009005003003006,Bosc-Bordel,,Commune,Commune simple,FRA.9.5.3.3.6_1,
FRA009005003003007,Bosc-Édeline,,Commune,Commune simple,FRA.9.5.3.3.7_1,
FRA009005003003008,Bosc-Roger-sur-Buchy,,Commune,Commune simple,FRA.9.5.3.3.8_1,
FRA009005003003009,Buchy,,Commune,Chef-lieu canton,FRA.9.5.3.3.9_1,
FRA009005003003010,Catenay,,Commune,Commune simple,FRA.9.5.3.3.10_1,
FRA009005003003011,Ernemont-sur-Buchy,,Commune,Commune simple,FRA.9.5.3.3.11_1,
FRA009005003003012,Estouteville-Écalles,,Commune,Commune simple,FRA.9.5.3.3.12_1,
FRA009005003003013,Héronchelles,,Commune,Commune simple,FRA.9.5.3.3.13_1,
FRA009005003003014,Longuerue,,Commune,Commune simple,FRA.9.5.3.3.14_1,
FRA009005003003015,Morgny-la-Pommeraye,,Commune,Commune simple,FRA.9.5.3.3.15_1,
FRA009005003003016,Pierreval,,Commune,Commune simple,FRA.9.5.3.3.16_1,
FRA009005003003017,Rebets,,Commune,Commune simple,FRA.9.5.3.3.17_1,
FRA009005003003018,Saint-Aignan-sur-Ry,,Commune,Commune simple,FRA.9.5.3.3.18_1,
FRA009005003003019,Saint-Germain-des-Essourts,,Commune,Commune simple,FRA.9.5.3.3.19_1,
FRA009005003003020,Sainte-Croix-sur-Buchy,,Commune,Commune simple,FRA.9.5.3.3.20_1,
FRA009005003003021,Vieux-Manoir,,Commune,Commune simple,FRA.9.5.3.3.21_1,
FRA009005003004001,Anquetierville,,Commune,Commune simple,FRA.9.5.3.4.1_1,
FRA009005003004002,Caudebec-en-Caux,,Commune,Chef-lieu canton,FRA.9.5.3.4.2_1,
FRA009005003004003,Heurteauville,,Commune,Commune simple,FRA.9.5.3.4.3_1,
FRA009005003004004,La Mailleraye-sur-Seine,,Commune,Commune simple,FRA.9.5.3.4.4_1,
FRA009005003004005,Louvetot,,Commune,Commune simple,FRA.9.5.3.4.5_1,
FRA009005003004006,Maulévrier-Sainte-Gertrude,,Commune,Commune simple,FRA.9.5.3.4.6_1,
FRA009005003004007,Notre-Dame-de-Bliquetuit,,Commune,Commune simple,FRA.9.5.3.4.7_1,
FRA009005003004008,Saint-Arnoult,,Commune,Commune simple,FRA.9.5.3.4.8_1,
FRA009005003004009,Saint-Aubin-de-Crétot,,Commune,Commune simple,FRA.9.5.3.4.9_1,
FRA009005003004010,Saint-Gilles-de-Crétot,,Commune,Commune simple,FRA.9.5.3.4.10_1,
FRA009005003004011,Saint-Nicolas-de-Bliquetuit,,Commune,Commune simple,FRA.9.5.3.4.11_1,
FRA009005003004012,Saint-Nicolas-de-la-Haie,,Commune,Commune simple,FRA.9.5.3.4.12_1,
FRA009005003004013,Saint-Wandrille-Rançon,,Commune,Commune simple,FRA.9.5.3.4.13_1,
FRA009005003004014,Touffreville-la-Cable,,Commune,Commune simple,FRA.9.5.3.4.14_1,
FRA009005003004015,Vatteville-la-Rue,,Commune,Commune simple,FRA.9.5.3.4.15_1,
FRA009005003004016,Villequier,,Commune,Commune simple,FRA.9.5.3.4.16_1,
FRA009005003005001,Caudebec-lès-Elbeuf,,Commune,Chef-lieu canton,FRA.9.5.3.5.1_1,
FRA009005003005002,Cléon,,Commune,Commune simple,FRA.9.5.3.5.2_1,
FRA009005003005003,Freneuse,,Commune,Commune simple,FRA.9.5.3.5.3_1,
FRA009005003005004,Saint-Pierre-lès-Elbeuf,,Commune,Commune simple,FRA.9.5.3.5.4_1,
FRA009005003005005,Sotteville-sous-le-Val,,Commune,Commune simple,FRA.9.5.3.5.5_1,
FRA009005003005006,Tourville-la-Rivière,,Commune,Commune simple,FRA.9.5.3.5.6_1,
FRA009005003006001,Anceaumeville,,Commune,Commune simple,FRA.9.5.3.6.1_1,
FRA009005003006002,Authieux-Ratiéville,,Commune,Commune simple,FRA.9.5.3.6.2_1,
FRA009005003006003,Bosc-Guérard-Saint-Adrien,,Commune,Commune simple,FRA.9.5.3.6.3_1,
FRA009005003006004,Cailly,,Commune,Commune simple,FRA.9.5.3.6.4_1,
FRA009005003006005,Claville-Motteville,,Commune,Commune simple,FRA.9.5.3.6.5_1,
FRA009005003006006,Clères,,Commune,Chef-lieu canton,FRA.9.5.3.6.6_1,
FRA009005003006007,Eslettes,,Commune,Commune simple,FRA.9.5.3.6.7_1,
FRA009005003006008,Esteville,,Commune,Commune simple,FRA.9.5.3.6.8_1,
FRA009005003006009,Fontaine-le-Bourg,,Commune,Commune simple,FRA.9.5.3.6.9_1,
FRA009005003006010,Frichemesnil,,Commune,Commune simple,FRA.9.5.3.6.10_1,
FRA009005003006011,Grugny,,Commune,Commune simple,FRA.9.5.3.6.11_1,
FRA009005003006012,La Houssaye-Béranger,,Commune,Commune simple,FRA.9.5.3.6.12_1,
FRA009005003006013,La Rue-Saint-Pierre,,Commune,Commune simple,FRA.9.5.3.6.13_1,
FRA009005003006014,Le Bocasse,,Commune,Commune simple,FRA.9.5.3.6.14_1,
FRA009005003006015,Mont-Cauvaire,,Commune,Commune simple,FRA.9.5.3.6.15_1,
FRA009005003006016,Montville,,Commune,Commune simple,FRA.9.5.3.6.16_1,
FRA009005003006017,Quincampoix,,Commune,Commune simple,FRA.9.5.3.6.17_1,
FRA009005003006018,Saint-André-sur-Cailly,,Commune,Commune simple,FRA.9.5.3.6.18_1,
FRA009005003006019,Saint-Georges-sur-Fontaine,,Commune,Commune simple,FRA.9.5.3.6.19_1,
FRA009005003006020,Saint-Germain-sous-Cailly,,Commune,Commune simple,FRA.9.5.3.6.20_1,
FRA009005003006021,Sierville,,Commune,Commune simple,FRA.9.5.3.6.21_1,
FRA009005003006022,Yquebeuf,,Commune,Commune simple,FRA.9.5.3.6.22_1,
FRA009005003007001,Auzouville-sur-Ry,,Commune,Commune simple,FRA.9.5.3.7.1_1,
FRA009005003007002,Bois-d'Ennebourg,,Commune,Commune simple,FRA.9.5.3.7.2_1,
FRA009005003007003,Bois-l'Évêque,,Commune,Commune simple,FRA.9.5.3.7.3_1,
FRA009005003007004,Darnétal,,Commune,Chef-lieu canton,FRA.9.5.3.7.4_1,
FRA009005003007005,Elbeuf-sur-Andelle,,Commune,Commune simple,FRA.9.5.3.7.5_1,
FRA009005003007006,Fontaine-sous-Préaux,,Commune,Commune simple,FRA.9.5.3.7.6_1,
FRA009005003007007,Grainville-sur-Ry,,Commune,Commune simple,FRA.9.5.3.7.7_1,
FRA009005003007008,La Vieux-Rue,,Commune,Commune simple,FRA.9.5.3.7.8_1,
FRA009005003007009,Le Héron,,Commune,Commune simple,FRA.9.5.3.7.9_1,
FRA009005003007010,Martainville-Épreville,,Commune,Commune simple,FRA.9.5.3.7.10_1,
FRA009005003007011,Préaux,,Commune,Commune simple,FRA.9.5.3.7.11_1,
FRA009005003007012,Roncherolles-sur-le-Vivier,,Commune,Commune simple,FRA.9.5.3.7.12_1,
FRA009005003007013,Ry,,Commune,Commune simple,FRA.9.5.3.7.13_1,
FRA009005003007014,Saint-Aubin-Épinay,,Commune,Commune simple,FRA.9.5.3.7.14_1,
FRA009005003007015,Saint-Denis-le-Thiboult,,Commune,Commune simple,FRA.9.5.3.7.15_1,
FRA009005003007016,Saint-Jacques-sur-Darnétal,,Commune,Commune simple,FRA.9.5.3.7.16_1,
FRA009005003007017,Saint-Léger-du-Bourg-Denis,,Commune,Commune simple,FRA.9.5.3.7.17_1,
FRA009005003007018,Saint-Martin-du-Vivier,,Commune,Commune simple,FRA.9.5.3.7.18_1,
FRA009005003007019,Servaville-Salmonville,,Commune,Commune simple,FRA.9.5.3.7.19_1,
FRA009005003008001,Amfreville-les-Champs,,Commune,Commune simple,FRA.9.5.3.8.1_1,
FRA009005003008002,Bénesville,,Commune,Commune simple,FRA.9.5.3.8.2_1,
FRA009005003008003,Berville,,Commune,Commune simple,FRA.9.5.3.8.3_1,
FRA009005003008004,Boudeville,,Commune,Commune simple,FRA.9.5.3.8.4_1,
FRA009005003008005,Bretteville-Saint-Laurent,,Commune,Commune simple,FRA.9.5.3.8.5_1,
FRA009005003008006,Canville-les-Deux-Églises,,Commune,Commune simple,FRA.9.5.3.8.6_1,
FRA009005003008007,Doudeville,,Commune,Chef-lieu canton,FRA.9.5.3.8.7_1,
FRA009005003008008,Étalleville,,Commune,Commune simple,FRA.9.5.3.8.8_1,
FRA009005003008009,Fultot,,Commune,Commune simple,FRA.9.5.3.8.9_1,
FRA009005003008010,Gonzeville,,Commune,Commune simple,FRA.9.5.3.8.10_1,
FRA009005003008011,Harcanville,,Commune,Commune simple,FRA.9.5.3.8.11_1,
FRA009005003008012,Hautot-Saint-Sulpice,,Commune,Commune simple,FRA.9.5.3.8.12_1,
FRA009005003008013,Le Torp-Mesnil,,Commune,Commune simple,FRA.9.5.3.8.13_1,
FRA009005003008014,Prétot-Vicquemare,,Commune,Commune simple,FRA.9.5.3.8.14_1,
FRA009005003008015,Reuville,,Commune,Commune simple,FRA.9.5.3.8.15_1,
FRA009005003008016,Saint-Laurent-en-Caux,,Commune,Commune simple,FRA.9.5.3.8.16_1,
FRA009005003008017,Yvecrique,,Commune,Commune simple,FRA.9.5.3.8.17_1,
FRA009005003009001,Anneville-Ambourville,,Commune,Commune simple,FRA.9.5.3.9.1_1,
FRA009005003009002,Bardouville,,Commune,Commune simple,FRA.9.5.3.9.2_1,
FRA009005003009003,Berville-sur-Seine,,Commune,Commune simple,FRA.9.5.3.9.3_1,
FRA009005003009004,Duclair,,Commune,Chef-lieu canton,FRA.9.5.3.9.4_1,
FRA009005003009005,Épinay-sur-Duclair,,Commune,Commune simple,FRA.9.5.3.9.5_1,
FRA009005003009006,Hénouville,,Commune,Commune simple,FRA.9.5.3.9.6_1,
FRA009005003009007,Jumièges,,Commune,Commune simple,FRA.9.5.3.9.7_1,
FRA009005003009008,Le Mesnil-sous-Jumièges,,Commune,Commune simple,FRA.9.5.3.9.8_1,
FRA009005003009009,Le Trait,,Commune,Commune simple,FRA.9.5.3.9.9_1,
FRA009005003009010,Mauny,,Commune,Commune simple,FRA.9.5.3.9.10_1,
FRA009005003009011,Quevillon,,Commune,Commune simple,FRA.9.5.3.9.11_1,
FRA009005003009012,Saint-Martin-de-Boscherville,,Commune,Commune simple,FRA.9.5.3.9.12_1,
FRA009005003009013,Saint-Paër,,Commune,Commune simple,FRA.9.5.3.9.13_1,
FRA009005003009014,Saint-Pierre-de-Varengeville,,Commune,Commune simple,FRA.9.5.3.9.14_1,
FRA009005003009015,Sainte-Marguerite-sur-Duclair,,Commune,Commune simple,FRA.9.5.3.9.15_1,
FRA009005003009016,Yainville,,Commune,Commune simple,FRA.9.5.3.9.16_1,
FRA009005003009017,Yville-sur-Seine,,Commune,Commune simple,FRA.9.5.3.9.17_1,
FRA009005003010001,Elbeuf,,Commune,Chef-lieu canton,FRA.9.5.3.10.1_1,
FRA009005003010002,La Londe,,Commune,Commune simple,FRA.9.5.3.10.2_1,
FRA009005003010003,Orival,,Commune,Commune simple,FRA.9.5.3.10.3_1,
FRA009005003010004,Saint-Aubin-lès-Elbeuf,,Commune,Commune simple,FRA.9.5.3.10.4_1,
FRA009005003011001,Grand-Couronne,,Commune,Chef-lieu canton,FRA.9.5.3.11.1_1,
FRA009005003011002,Hautot-sur-Seine,,Commune,Commune simple,FRA.9.5.3.11.2_1,
FRA009005003011003,La Bouille,,Commune,Commune simple,FRA.9.5.3.11.3_1,
FRA009005003011004,Moulineaux,,Commune,Commune simple,FRA.9.5.3.11.4_1,
FRA009005003011005,Petit-Couronne,,Commune,Commune simple,FRA.9.5.3.11.5_1,
FRA009005003011006,Sahurs,,Commune,Commune simple,FRA.9.5.3.11.6_1,
FRA009005003011007,Saint-Pierre-de-Manneville,,Commune,Commune simple,FRA.9.5.3.11.7_1,
FRA009005003011008,Val-de-la-Haye,,Commune,Commune simple,FRA.9.5.3.11.8_1,
FRA009005003012001,Le Grand-Quevilly,,Commune,Chef-lieu canton,FRA.9.5.3.12.1_1,
FRA009005003013001,Le Petit-Quevilly,,Commune,Chef-lieu canton,FRA.9.5.3.13.1_1,
FRA009005003014001,Canteleu,,Commune,Commune simple,FRA.9.5.3.14.1_1,
FRA009005003014002,Maromme,,Commune,Chef-lieu canton,FRA.9.5.3.14.2_1,
FRA009005003015001,Déville-lès-Rouen,,Commune,Commune simple,FRA.9.5.3.15.1_1,
FRA009005003015002,Mont-Saint-Aignan,,Commune,Chef-lieu canton,FRA.9.5.3.15.2_1,
FRA009005003016001,Houppeville,,Commune,Commune simple,FRA.9.5.3.16.1_1,
FRA009005003016002,La Vaupalière,,Commune,Commune simple,FRA.9.5.3.16.2_1,
FRA009005003016003,Le Houlme,,Commune,Commune simple,FRA.9.5.3.16.3_1,
FRA009005003016004,Malaunay,,Commune,Commune simple,FRA.9.5.3.16.4_1,
FRA009005003016005,Montigny,,Commune,Commune simple,FRA.9.5.3.16.5_1,
FRA009005003016006,Notre-Dame-de-Bondeville,,Commune,Chef-lieu canton,FRA.9.5.3.16.6_1,
FRA009005003016007,Pissy-Pôville,,Commune,Commune simple,FRA.9.5.3.16.7_1,
FRA009005003016008,Roumare,,Commune,Commune simple,FRA.9.5.3.16.8_1,
FRA009005003016009,Saint-Jean-du-Cardonnay,,Commune,Commune simple,FRA.9.5.3.16.9_1,
FRA009005003017001,Barentin,,Commune,Commune simple,FRA.9.5.3.17.1_1,
FRA009005003017002,Beautot,,Commune,Commune simple,FRA.9.5.3.17.2_1,
FRA009005003017003,Betteville,,Commune,Commune simple,FRA.9.5.3.17.3_1,
FRA009005003017004,Blacqueville,,Commune,Commune simple,FRA.9.5.3.17.4_1,
FRA009005003017005,Bouville,,Commune,Commune simple,FRA.9.5.3.17.5_1,
FRA009005003017006,Butot,,Commune,Commune simple,FRA.9.5.3.17.6_1,
FRA009005003017007,Carville-la-Folletière,,Commune,Commune simple,FRA.9.5.3.17.7_1,
FRA009005003017008,Croix-Mare,,Commune,Commune simple,FRA.9.5.3.17.8_1,
FRA009005003017009,Écalles-Alix,,Commune,Commune simple,FRA.9.5.3.17.9_1,
FRA009005003017010,Émanville,,Commune,Commune simple,FRA.9.5.3.17.10_1,
FRA009005003017011,Fresquiennes,,Commune,Commune simple,FRA.9.5.3.17.11_1,
FRA009005003017012,Fréville,,Commune,Commune simple,FRA.9.5.3.17.12_1,
FRA009005003017013,Goupillières,,Commune,Commune simple,FRA.9.5.3.17.13_1,
FRA009005003017014,Gueutteville,,Commune,Commune simple,FRA.9.5.3.17.14_1,
FRA009005003017015,La Folletière,,Commune,Commune simple,FRA.9.5.3.17.15_1,
FRA009005003017016,Limésy,,Commune,Commune simple,FRA.9.5.3.17.16_1,
FRA009005003017017,Mesnil-Panneville,,Commune,Commune simple,FRA.9.5.3.17.17_1,
FRA009005003017018,Mont-de-l'If,,Commune,Commune simple,FRA.9.5.3.17.18_1,
FRA009005003017019,Pavilly,,Commune,Chef-lieu canton,FRA.9.5.3.17.19_1,
FRA009005003017020,Saint-Ouen-du-Breuil,,Commune,Commune simple,FRA.9.5.3.17.20_1,
FRA009005003017021,Sainte-Austreberthe,,Commune,Commune simple,FRA.9.5.3.17.21_1,
FRA009005003017022,Villers-Écalles,,Commune,Commune simple,FRA.9.5.3.17.22_1,
FRA009005003018001,Rouen,,Commune,Préfecture de région,FRA.9.5.3.18.1_1,
FRA009005003019001,Oissel,,Commune,Commune simple,FRA.9.5.3.19.1_1,
FRA009005003019002,Saint-Étienne-du-Rouvray,,Commune,Chef-lieu canton,FRA.9.5.3.19.2_1,
FRA009005003020001,Sotteville-lès-Rouen,,Commune,Chef-lieu canton,FRA.9.5.3.20.1_1,
FRA009005003021001,Ancretiéville-Saint-Victor,,Commune,Commune simple,FRA.9.5.3.21.1_1,
FRA009005003021002,Auzouville-l'Esneval,,Commune,Commune simple,FRA.9.5.3.21.2_1,
FRA009005003021003,Bourdainville,,Commune,Commune simple,FRA.9.5.3.21.3_1,
FRA009005003021004,Cideville,,Commune,Commune simple,FRA.9.5.3.21.4_1,
FRA009005003021005,Criquetot-sur-Ouville,,Commune,Commune simple,FRA.9.5.3.21.5_1,
FRA009005003021006,Ectot-l'Auber,,Commune,Commune simple,FRA.9.5.3.21.6_1,
FRA009005003021007,Ectot-lès-Baons,,Commune,Commune simple,FRA.9.5.3.21.7_1,
FRA009005003021008,Étoutteville,,Commune,Commune simple,FRA.9.5.3.21.8_1,
FRA009005003021009,Flamanville,,Commune,Commune simple,FRA.9.5.3.21.9_1,
FRA009005003021010,Grémonville,,Commune,Commune simple,FRA.9.5.3.21.10_1,
FRA009005003021011,Hugleville-en-Caux,,Commune,Commune simple,FRA.9.5.3.21.11_1,
FRA009005003021012,Lindebeuf,,Commune,Commune simple,FRA.9.5.3.21.12_1,
FRA009005003021013,Motteville,,Commune,Commune simple,FRA.9.5.3.21.13_1,
FRA009005003021014,Ouville-l'Abbaye,,Commune,Commune simple,FRA.9.5.3.21.14_1,
FRA009005003021015,Saint-Martin-aux-Arbres,,Commune,Commune simple,FRA.9.5.3.21.15_1,
FRA009005003021016,Saussay,,Commune,Commune simple,FRA.9.5.3.21.16_1,
FRA009005003021017,Vibeuf,,Commune,Commune simple,FRA.9.5.3.21.17_1,
FRA009005003021018,Yerville,,Commune,Chef-lieu canton,FRA.9.5.3.21.18_1,
FRA009005003022001,Allouville-Bellefosse,,Commune,Commune simple,FRA.9.5.3.22.1_1,
FRA009005003022002,Autretot,,Commune,Commune simple,FRA.9.5.3.22.2_1,
FRA009005003022003,Auzebosc,,Commune,Commune simple,FRA.9.5.3.22.3_1,
FRA009005003022004,Baons-le-Comte,,Commune,Commune simple,FRA.9.5.3.22.4_1,
FRA009005003022005,Bois-Himont,,Commune,Commune simple,FRA.9.5.3.22.5_1,
FRA009005003022006,Écretteville-lès-Baons,,Commune,Commune simple,FRA.9.5.3.22.6_1,
FRA009005003022007,Saint-Clair-sur-les-Monts,,Commune,Commune simple,FRA.9.5.3.22.7_1,
FRA009005003022008,Sainte-Marie-des-Champs,,Commune,Commune simple,FRA.9.5.3.22.8_1,
FRA009005003022009,Touffreville-la-Corbeline,,Commune,Commune simple,FRA.9.5.3.22.9_1,
FRA009005003022010,Valliquerville,,Commune,Commune simple,FRA.9.5.3.22.10_1,
FRA009005003022011,Veauville-lès-Baons,,Commune,Commune simple,FRA.9.5.3.22.11_1,
FRA009005003022012,Yvetot,,Commune,Chef-lieu canton,FRA.9.5.3.22.12_1,
FRA010001001001001,Allas-Champagne,,Commune,Commune simple,FRA.10.1.1.1.1_1,
FRA010001001001002,Archiac,,Commune,Chef-lieu canton,FRA.10.1.1.1.2_1,
FRA010001001001003,Arthenac,,Commune,Commune simple,FRA.10.1.1.1.3_1,
FRA010001001001004,Brie-sous-Archiac,,Commune,Commune simple,FRA.10.1.1.1.4_1,
FRA010001001001005,Celles,,Commune,Commune simple,FRA.10.1.1.1.5_1,
FRA010001001001006,Cierzac,,Commune,Commune simple,FRA.10.1.1.1.6_1,
FRA010001001001007,Germignac,,Commune,Commune simple,FRA.10.1.1.1.7_1,
FRA010001001001008,Jarnac-Champagne,,Commune,Commune simple,FRA.10.1.1.1.8_1,
FRA010001001001009,Lonzac,,Commune,Commune simple,FRA.10.1.1.1.9_1,
FRA010001001001010,Neuillac,,Commune,Commune simple,FRA.10.1.1.1.10_1,
FRA010001001001011,Neulles,,Commune,Commune simple,FRA.10.1.1.1.11_1,
FRA010001001001012,Saint-Ciers-Champagne,,Commune,Commune simple,FRA.10.1.1.1.12_1,
FRA010001001001013,Saint-Eugène,,Commune,Commune simple,FRA.10.1.1.1.13_1,
FRA010001001001014,Saint-Germain-de-Vibrac,,Commune,Commune simple,FRA.10.1.1.1.14_1,
FRA010001001001015,Saint-Maigrin,,Commune,Commune simple,FRA.10.1.1.1.15_1,
FRA010001001001016,Saint-Martial-sur-Né,,Commune,Commune simple,FRA.10.1.1.1.16_1,
FRA010001001001017,Sainte-Lheurine,,Commune,Commune simple,FRA.10.1.1.1.17_1,
FRA010001001002001,Agudelle,,Commune,Commune simple,FRA.10.1.1.2.1_1,
FRA010001001002002,Champagnac,,Commune,Commune simple,FRA.10.1.1.2.2_1,
FRA010001001002003,Chaunac,,Commune,Commune simple,FRA.10.1.1.2.3_1,
FRA010001001002004,Fontaines-d'Ozillac,,Commune,Commune simple,FRA.10.1.1.2.4_1,
FRA010001001002005,Guitinières,,Commune,Commune simple,FRA.10.1.1.2.5_1,
FRA010001001002006,Jonzac,,Commune,Sous-préfecture,FRA.10.1.1.2.6_1,
FRA010001001002007,Léoville,,Commune,Commune simple,FRA.10.1.1.2.7_1,
FRA010001001002008,Lussac,,Commune,Commune simple,FRA.10.1.1.2.8_1,
FRA010001001002009,Meux,,Commune,Commune simple,FRA.10.1.1.2.9_1,
FRA010001001002010,Moings,,Commune,Commune simple,FRA.10.1.1.2.10_1,
FRA010001001002011,Mortiers,,Commune,Commune simple,FRA.10.1.1.2.11_1,
FRA010001001002012,Ozillac,,Commune,Commune simple,FRA.10.1.1.2.12_1,
FRA010001001002013,Réaux,,Commune,Commune simple,FRA.10.1.1.2.13_1,
FRA010001001002014,Saint-Germain-de-Lusignan,,Commune,Commune simple,FRA.10.1.1.2.14_1,
FRA010001001002015,Saint-Martial-de-Vitaterne,,Commune,Commune simple,FRA.10.1.1.2.15_1,
FRA010001001002016,Saint-Maurice-de-Tavernole,,Commune,Commune simple,FRA.10.1.1.2.16_1,
FRA010001001002017,Saint-Médard,,Commune,Commune simple,FRA.10.1.1.2.17_1,
FRA010001001002018,Saint-Simon-de-Bordes,,Commune,Commune simple,FRA.10.1.1.2.18_1,
FRA010001001002019,Vibrac,,Commune,Commune simple,FRA.10.1.1.2.19_1,
FRA010001001002020,Villexavier,,Commune,Commune simple,FRA.10.1.1.2.20_1,
FRA010001001003001,Allas-Bocage,,Commune,Commune simple,FRA.10.1.1.3.1_1,
FRA010001001003002,Boisredon,,Commune,Commune simple,FRA.10.1.1.3.2_1,
FRA010001001003003,Consac,,Commune,Commune simple,FRA.10.1.1.3.3_1,
FRA010001001003004,Courpignac,,Commune,Commune simple,FRA.10.1.1.3.4_1,
FRA010001001003005,Mirambeau,,Commune,Chef-lieu canton,FRA.10.1.1.3.5_1,
FRA010001001003006,Nieul-le-Virouil,,Commune,Commune simple,FRA.10.1.1.3.6_1,
FRA010001001003007,Saint-Bonnet-sur-Gironde,,Commune,Commune simple,FRA.10.1.1.3.7_1,
