id,name_1,name_alt,type_1,type_alt,code_gadm,code_govt
FRA001001001001001,Ambérieu-en-Bugey,,Commune,Chef-lieu canton,FRA.1.1.1.1.1_1,
FRA001001001001002,Ambronay,,Commune,Commune simple,FRA.1.1.1.1.2_1,
FRA001001001001003,Bettant,,Commune,Commune simple,FRA.1.1.1.1.3_1,
FRA001001001001004,Château-Gaillard,,Commune,Commune simple,FRA.1.1.1.1.4_1,
FRA001001001001005,Douvres,,Commune,Commune simple,FRA.1.1.1.1.5_1,
FRA001001001001006,L'Abergement-de-Varey,,Commune,Commune simple,FRA.1.1.1.1.6_1,
FRA001001001001007,Saint-Denis-en-Bugey,,Commune,Commune simple,FRA.1.1.1.1.7_1,
FRA001001001001008,Saint-Maurice-de-Rémens,,Commune,Commune simple,FRA.1.1.1.1.8_1,
FRA001001001002001,Ambléon,,Commune,Commune simple,FRA.1.1.1.2.1_1,
FRA001001001002002,Andert-et-Condon,,Commune,Commune simple,FRA.1.1.1.2.2_1,
FRA001001001002003,Arbignieu,,Commune,Commune simple,FRA.1.1.1.2.3_1,
FRA001001001002004,Belley,,Commune,Sous-préfecture,FRA.1.1.1.2.4_1,
FRA001001001002005,Brégnier-Cordon,,Commune,Commune simple,FRA.1.1.1.2.5_1,
FRA001001001002006,Brens,,Commune,Commune simple,FRA.1.1.1.2.6_1,
FRA001001001002007,Chazey-Bons,,Commune,Commune simple,FRA.1.1.1.2.7_1,
FRA001001001002008,Colomieu,,Commune,Commune simple,FRA.1.1.1.2.8_1,
FRA001001001002009,Conzieu,,Commune,Commune simple,FRA.1.1.1.2.9_1,
FRA001001001002010,Cressin-Rochefort,,Commune,Commune simple,FRA.1.1.1.2.10_1,
FRA001001001002011,Izieu,,Commune,Commune simple,FRA.1.1.1.2.11_1,
FRA001001001002012,Lavours,,Commune,Commune simple,FRA.1.1.1.2.12_1,
FRA001001001002013,Magnieu,,Commune,Commune simple,FRA.1.1.1.2.13_1,
FRA001001001002014,Massignieu-de-Rives,,Commune,Commune simple,FRA.1.1.1.2.14_1,
FRA001001001002015,Murs-et-Gélignieux,,Commune,Commune simple,FRA.1.1.1.2.15_1,
FRA001001001002016,Nattages,,Commune,Commune simple,FRA.1.1.1.2.16_1,
FRA001001001002017,Parves,,Commune,Commune simple,FRA.1.1.1.2.17_1,
FRA001001001002018,Peyrieu,,Commune,Commune simple,FRA.1.1.1.2.18_1,
FRA001001001002019,Pollieu,,Commune,Commune simple,FRA.1.1.1.2.19_1,
FRA001001001002020,Prémeyzel,,Commune,Commune simple,FRA.1.1.1.2.20_1,
FRA001001001002021,Saint-Bois,,Commune,Commune simple,FRA.1.1.1.2.21_1,
FRA001001001002022,Saint-Champ,,Commune,Commune simple,FRA.1.1.1.2.22_1,
FRA001001001002023,Saint-Germain-les-Paroisses,,Commune,Commune simple,FRA.1.1.1.2.23_1,
FRA001001001002024,Virignin,,Commune,Commune simple,FRA.1.1.1.2.24_1,
FRA001001001003001,Artemare,,Commune,Commune simple,FRA.1.1.1.3.1_1,
FRA001001001003002,Belmont-Luthézieu,,Commune,Commune simple,FRA.1.1.1.3.2_1,
FRA001001001003003,Béon,,Commune,Commune simple,FRA.1.1.1.3.3_1,
FRA001001001003004,Brénaz,,Commune,Commune simple,FRA.1.1.1.3.4_1,
FRA001001001003005,Champagne-en-Valromey,,Commune,Chef-lieu canton,FRA.1.1.1.3.5_1,
FRA001001001003006,Chavornay,,Commune,Commune simple,FRA.1.1.1.3.6_1,
FRA001001001003007,Lochieu,,Commune,Commune simple,FRA.1.1.1.3.7_1,
FRA001001001003008,Lompnieu,,Commune,Commune simple,FRA.1.1.1.3.8_1,
FRA001001001003009,Ruffieu,,Commune,Commune simple,FRA.1.1.1.3.9_1,
FRA001001001003010,Songieu,,Commune,Commune simple,FRA.1.1.1.3.10_1,
FRA001001001003011,Sutrieu,,Commune,Commune simple,FRA.1.1.1.3.11_1,
FRA001001001003012,Talissieu,,Commune,Commune simple,FRA.1.1.1.3.12_1,
FRA001001001003013,Vieu,,Commune,Commune simple,FRA.1.1.1.3.13_1,
FRA001001001003014,Virieu-le-Petit,,Commune,Commune simple,FRA.1.1.1.3.14_1,
FRA001001001004001,Aranc,,Commune,Commune simple,FRA.1.1.1.4.1_1,
FRA001001001004002,Corlier,,Commune,Commune simple,FRA.1.1.1.4.2_1,
FRA001001001004003,Cormaranche-en-Bugey,,Commune,Commune simple,FRA.1.1.1.4.3_1,
FRA001001001004004,Hauteville-Lompnes,,Commune,Chef-lieu canton,FRA.1.1.1.4.4_1,
FRA001001001004005,Prémillieu,,Commune,Commune simple,FRA.1.1.1.4.5_1,
FRA001001001004006,Thézillieu,,Commune,Commune simple,FRA.1.1.1.4.6_1,
FRA001001001005001,Ambutrix,,Commune,Commune simple,FRA.1.1.1.5.1_1,
FRA001001001005002,Blyes,,Commune,Commune simple,FRA.1.1.1.5.2_1,
FRA001001001005003,Chazey-sur-Ain,,Commune,Commune simple,FRA.1.1.1.5.3_1,
FRA001001001005004,Lagnieu,,Commune,Chef-lieu canton,FRA.1.1.1.5.4_1,
FRA001001001005005,Leyment,,Commune,Commune simple,FRA.1.1.1.5.5_1,
FRA001001001005006,Loyettes,,Commune,Commune simple,FRA.1.1.1.5.6_1,
FRA001001001005007,Saint-Sorlin-en-Bugey,,Commune,Commune simple,FRA.1.1.1.5.7_1,
FRA001001001005008,Saint-Vulbas,,Commune,Commune simple,FRA.1.1.1.5.8_1,
FRA001001001005009,Sainte-Julie,,Commune,Commune simple,FRA.1.1.1.5.9_1,
FRA001001001005010,Sault-Brénaz,,Commune,Commune simple,FRA.1.1.1.5.10_1,
FRA001001001005011,Souclin,,Commune,Commune simple,FRA.1.1.1.5.11_1,
FRA001001001005012,Vaux-en-Bugey,,Commune,Commune simple,FRA.1.1.1.5.12_1,
FRA001001001005013,Villebois,,Commune,Commune simple,FRA.1.1.1.5.13_1,
FRA001001001006001,Bénonces,,Commune,Commune simple,FRA.1.1.1.6.1_1,
FRA001001001006002,Briord,,Commune,Commune simple,FRA.1.1.1.6.2_1,
FRA001001001006003,Groslée,,Commune,Commune simple,FRA.1.1.1.6.3_1,
FRA001001001006004,Innimond,,Commune,Commune simple,FRA.1.1.1.6.4_1,
FRA001001001006005,Lhuis,,Commune,Chef-lieu canton,FRA.1.1.1.6.5_1,
FRA001001001006006,Lompnas,,Commune,Commune simple,FRA.1.1.1.6.6_1,
FRA001001001006007,Marchamp,,Commune,Commune simple,FRA.1.1.1.6.7_1,
FRA001001001006008,Montagnieu,,Commune,Commune simple,FRA.1.1.1.6.8_1,
FRA001001001006009,Ordonnaz,,Commune,Commune simple,FRA.1.1.1.6.9_1,
FRA001001001006010,Saint-Benoît,,Commune,Commune simple,FRA.1.1.1.6.10_1,
FRA001001001006011,Seillonnaz,,Commune,Commune simple,FRA.1.1.1.6.11_1,
FRA001001001006012,Serrières-de-Briord,,Commune,Commune simple,FRA.1.1.1.6.12_1,
FRA001001001007001,Arandas,,Commune,Commune simple,FRA.1.1.1.7.1_1,
FRA001001001007002,Argis,,Commune,Commune simple,FRA.1.1.1.7.2_1,
FRA001001001007003,Chaley,,Commune,Commune simple,FRA.1.1.1.7.3_1,
FRA001001001007004,Cleyzieu,,Commune,Commune simple,FRA.1.1.1.7.4_1,
FRA001001001007005,Conand,,Commune,Commune simple,FRA.1.1.1.7.5_1,
FRA001001001007006,Évosges,,Commune,Commune simple,FRA.1.1.1.7.6_1,
FRA001001001007007,Hostiaz,,Commune,Commune simple,FRA.1.1.1.7.7_1,
FRA001001001007008,Nivollet-Montgriffon,,Commune,Commune simple,FRA.1.1.1.7.8_1,
FRA001001001007009,Oncieu,,Commune,Commune simple,FRA.1.1.1.7.9_1,
FRA001001001007010,Saint-Rambert-en-Bugey,,Commune,Chef-lieu canton,FRA.1.1.1.7.10_1,
FRA001001001007011,Tenay,,Commune,Commune simple,FRA.1.1.1.7.11_1,
FRA001001001007012,Torcieu,,Commune,Commune simple,FRA.1.1.1.7.12_1,
FRA001001001008001,Anglefort,,Commune,Commune simple,FRA.1.1.1.8.1_1,
FRA001001001008002,Chanay,,Commune,Commune simple,FRA.1.1.1.8.2_1,
FRA001001001008003,Corbonod,,Commune,Commune simple,FRA.1.1.1.8.3_1,
FRA001001001008004,Culoz,,Commune,Commune simple,FRA.1.1.1.8.4_1,
FRA001001001008005,Seyssel,,Commune,Chef-lieu canton,FRA.1.1.1.8.5_1,
FRA001001001009001,Armix,,Commune,Commune simple,FRA.1.1.1.9.1_1,
FRA001001001009002,Ceyzérieu,,Commune,Commune simple,FRA.1.1.1.9.2_1,
FRA001001001009003,Cheignieu-la-Balme,,Commune,Commune simple,FRA.1.1.1.9.3_1,
FRA001001001009004,Contrevoz,,Commune,Commune simple,FRA.1.1.1.9.4_1,
FRA001001001009005,Cuzieu,,Commune,Commune simple,FRA.1.1.1.9.5_1,
FRA001001001009006,Flaxieu,,Commune,Commune simple,FRA.1.1.1.9.6_1,
FRA001001001009007,La Burbanche,,Commune,Commune simple,FRA.1.1.1.9.7_1,
FRA001001001009008,Marignieu,,Commune,Commune simple,FRA.1.1.1.9.8_1,
FRA001001001009009,Pugieu,,Commune,Commune simple,FRA.1.1.1.9.9_1,
FRA001001001009010,Rossillon,,Commune,Commune simple,FRA.1.1.1.9.10_1,
FRA001001001009011,Saint-Martin-de-Bavel,,Commune,Commune simple,FRA.1.1.1.9.11_1,
FRA001001001009012,Virieu-le-Grand,,Commune,Chef-lieu canton,FRA.1.1.1.9.12_1,
FRA001001001009013,Vongnes,,Commune,Commune simple,FRA.1.1.1.9.13_1,
FRA001001002001001,Asnières-sur-Saône,,Commune,Commune simple,FRA.1.1.2.1.1_1,
FRA001001002001002,Bâgé-la-Ville,,Commune,Commune simple,FRA.1.1.2.1.2_1,
FRA001001002001003,Bâgé-le-Châtel,,Commune,Chef-lieu canton,FRA.1.1.2.1.3_1,
FRA001001002001004,Dommartin,,Commune,Commune simple,FRA.1.1.2.1.4_1,
FRA001001002001005,Feillens,,Commune,Commune simple,FRA.1.1.2.1.5_1,
FRA001001002001006,Manziat,,Commune,Commune simple,FRA.1.1.2.1.6_1,
FRA001001002001007,Replonges,,Commune,Commune simple,FRA.1.1.2.1.7_1,
FRA001001002001008,Saint-André-de-Bâgé,,Commune,Commune simple,FRA.1.1.2.1.8_1,
FRA001001002001009,Saint-Laurent-sur-Saône,,Commune,Commune simple,FRA.1.1.2.1.9_1,
FRA001001002001010,Vésines,,Commune,Commune simple,FRA.1.1.2.1.10_1,
FRA001001002002001,Bourg-en-Bresse,,Commune,Préfecture,FRA.1.1.2.2.1_1,
FRA001001002003001,Bohas-Meyriat-Rignat,,Commune,Commune simple,FRA.1.1.2.3.1_1,
FRA001001002003002,Ceyzériat,,Commune,Chef-lieu canton,FRA.1.1.2.3.2_1,
FRA001001002003003,Cize,,Commune,Commune simple,FRA.1.1.2.3.3_1,
FRA001001002003004,Drom,,Commune,Commune simple,FRA.1.1.2.3.4_1,
FRA001001002003005,Grand-Corent,,Commune,Commune simple,FRA.1.1.2.3.5_1,
FRA001001002003006,Hautecourt-Romanèche,,Commune,Commune simple,FRA.1.1.2.3.6_1,
FRA001001002003007,Jasseron,,Commune,Commune simple,FRA.1.1.2.3.7_1,
FRA001001002003008,Ramasse,,Commune,Commune simple,FRA.1.1.2.3.8_1,
FRA001001002003009,Revonnas,,Commune,Commune simple,FRA.1.1.2.3.9_1,
FRA001001002003010,Simandre-sur-Suran,,Commune,Commune simple,FRA.1.1.2.3.10_1,
FRA001001002003011,Villereversure,,Commune,Commune simple,FRA.1.1.2.3.11_1,
FRA001001002004001,Chalamont,,Commune,Chef-lieu canton,FRA.1.1.2.4.1_1,
FRA001001002004002,Châtenay,,Commune,Commune simple,FRA.1.1.2.4.2_1,
FRA001001002004003,Châtillon-la-Palud,,Commune,Commune simple,FRA.1.1.2.4.3_1,
FRA001001002004004,Crans,,Commune,Commune simple,FRA.1.1.2.4.4_1,
FRA001001002004005,Le Plantay,,Commune,Commune simple,FRA.1.1.2.4.5_1,
FRA001001002004006,Saint-Nizier-le-Désert,,Commune,Commune simple,FRA.1.1.2.4.6_1,
FRA001001002004007,Versailleux,,Commune,Commune simple,FRA.1.1.2.4.7_1,
FRA001001002004008,Villette-sur-Ain,,Commune,Commune simple,FRA.1.1.2.4.8_1,
FRA001001002005001,Biziat,,Commune,Commune simple,FRA.1.1.2.5.1_1,
FRA001001002005002,Chanoz-Châtenay,,Commune,Commune simple,FRA.1.1.2.5.2_1,
FRA001001002005003,Châtillon-sur-Chalaronne,,Commune,Chef-lieu canton,FRA.1.1.2.5.3_1,
FRA001001002005004,Chaveyriat,,Commune,Commune simple,FRA.1.1.2.5.4_1,
FRA001001002005005,Condeissiat,,Commune,Commune simple,FRA.1.1.2.5.5_1,
FRA001001002005006,Dompierre-sur-Chalaronne,,Commune,Commune simple,FRA.1.1.2.5.6_1,
FRA001001002005007,L'Abergement-Clémenciat,,Commune,Commune simple,FRA.1.1.2.5.7_1,
FRA001001002005008,Mézériat,,Commune,Commune simple,FRA.1.1.2.5.8_1,
FRA001001002005009,Neuville-les-Dames,,Commune,Commune simple,FRA.1.1.2.5.9_1,
FRA001001002005010,Romans,,Commune,Commune simple,FRA.1.1.2.5.10_1,
FRA001001002005011,Saint-André-le-Bouchoux,,Commune,Commune simple,FRA.1.1.2.5.11_1,
FRA001001002005012,Saint-Georges-sur-Renon,,Commune,Commune simple,FRA.1.1.2.5.12_1,
FRA001001002005013,Saint-Julien-sur-Veyle,,Commune,Commune simple,FRA.1.1.2.5.13_1,
FRA001001002005014,Sandrans,,Commune,Commune simple,FRA.1.1.2.5.14_1,
FRA001001002005015,Sulignat,,Commune,Commune simple,FRA.1.1.2.5.15_1,
FRA001001002005016,Vonnas,,Commune,Commune simple,FRA.1.1.2.5.16_1,
FRA001001002006001,Beaupont,,Commune,Commune simple,FRA.1.1.2.6.1_1,
FRA001001002006002,Bény,,Commune,Commune simple,FRA.1.1.2.6.2_1,
FRA001001002006003,Coligny,,Commune,Chef-lieu canton,FRA.1.1.2.6.3_1,
FRA001001002006004,Domsure,,Commune,Commune simple,FRA.1.1.2.6.4_1,
FRA001001002006005,Marboz,,Commune,Commune simple,FRA.1.1.2.6.5_1,
FRA001001002006006,Pirajoux,,Commune,Commune simple,FRA.1.1.2.6.6_1,
FRA001001002006007,Salavre,,Commune,Commune simple,FRA.1.1.2.6.7_1,
FRA001001002006008,Verjon,,Commune,Commune simple,FRA.1.1.2.6.8_1,
FRA001001002006009,Villemotier,,Commune,Commune simple,FRA.1.1.2.6.9_1,
FRA001001002007001,Bourg-Saint-Christophe,,Commune,Commune simple,FRA.1.1.2.7.1_1,
FRA001001002007002,Charnoz-sur-Ain,,Commune,Commune simple,FRA.1.1.2.7.2_1,
FRA001001002007003,Faramans,,Commune,Commune simple,FRA.1.1.2.7.3_1,
FRA001001002007004,Joyeux,,Commune,Commune simple,FRA.1.1.2.7.4_1,
FRA001001002007005,Le Montellier,,Commune,Commune simple,FRA.1.1.2.7.5_1,
FRA001001002007006,Meximieux,,Commune,Chef-lieu canton,FRA.1.1.2.7.6_1,
FRA001001002007007,Pérouges,,Commune,Commune simple,FRA.1.1.2.7.7_1,
FRA001001002007008,Rignieux-le-Franc,,Commune,Commune simple,FRA.1.1.2.7.8_1,
FRA001001002007009,Saint-Éloi,,Commune,Commune simple,FRA.1.1.2.7.9_1,
FRA001001002007010,Saint-Jean-de-Niost,,Commune,Commune simple,FRA.1.1.2.7.10_1,
FRA001001002007011,Saint-Maurice-de-Gourdans,,Commune,Commune simple,FRA.1.1.2.7.11_1,
FRA001001002007012,Villieu-Loyes-Mollon,,Commune,Commune simple,FRA.1.1.2.7.12_1,
FRA001001002008001,Beynost,,Commune,Commune simple,FRA.1.1.2.8.1_1,
FRA001001002008002,Miribel,,Commune,Chef-lieu canton,FRA.1.1.2.8.2_1,
FRA001001002008003,Neyron,,Commune,Commune simple,FRA.1.1.2.8.3_1,
FRA001001002008004,Saint-Maurice-de-Beynost,,Commune,Commune simple,FRA.1.1.2.8.4_1,
FRA001001002008005,Thil,,Commune,Commune simple,FRA.1.1.2.8.5_1,
FRA001001002009001,Balan,,Commune,Commune simple,FRA.1.1.2.9.1_1,
FRA001001002009002,Béligneux,,Commune,Commune simple,FRA.1.1.2.9.2_1,
FRA001001002009003,Bressolles,,Commune,Commune simple,FRA.1.1.2.9.3_1,
FRA001001002009004,Dagneux,,Commune,Commune simple,FRA.1.1.2.9.4_1,
FRA001001002009005,La Boisse,,Commune,Commune simple,FRA.1.1.2.9.5_1,
FRA001001002009006,Montluel,,Commune,Chef-lieu canton,FRA.1.1.2.9.6_1,
FRA001001002009007,Niévroz,,Commune,Commune simple,FRA.1.1.2.9.7_1,
FRA001001002009008,Pizay,,Commune,Commune simple,FRA.1.1.2.9.8_1,
FRA001001002009009,Sainte-Croix,,Commune,Commune simple,FRA.1.1.2.9.9_1,
FRA001001002010001,Attignat,,Commune,Commune simple,FRA.1.1.2.10.1_1,
FRA001001002010002,Béréziat,,Commune,Commune simple,FRA.1.1.2.10.2_1,
FRA001001002010003,Confrançon,,Commune,Commune simple,FRA.1.1.2.10.3_1,
FRA001001002010004,Cras-sur-Reyssouze,,Commune,Commune simple,FRA.1.1.2.10.4_1,
FRA001001002010005,Curtafond,,Commune,Commune simple,FRA.1.1.2.10.5_1,
FRA001001002010006,Étrez,,Commune,Commune simple,FRA.1.1.2.10.6_1,
FRA001001002010007,Foissiat,,Commune,Commune simple,FRA.1.1.2.10.7_1,
FRA001001002010008,Jayat,,Commune,Commune simple,FRA.1.1.2.10.8_1,
FRA001001002010009,Malafretaz,,Commune,Commune simple,FRA.1.1.2.10.9_1,
FRA001001002010010,Marsonnas,,Commune,Commune simple,FRA.1.1.2.10.10_1,
FRA001001002010011,Montrevel-en-Bresse,,Commune,Chef-lieu canton,FRA.1.1.2.10.11_1,
FRA001001002010012,Saint-Didier-d'Aussiat,,Commune,Commune simple,FRA.1.1.2.10.12_1,
FRA001001002010013,Saint-Martin-le-Châtel,,Commune,Commune simple,FRA.1.1.2.10.13_1,
FRA001001002010014,Saint-Sulpice,,Commune,Commune simple,FRA.1.1.2.10.14_1,
FRA001001002011001,Lent,,Commune,Commune simple,FRA.1.1.2.11.1_1,
FRA001001002011002,Montagnat,,Commune,Commune simple,FRA.1.1.2.11.2_1,
FRA001001002011003,Montracol,,Commune,Commune simple,FRA.1.1.2.11.3_1,
FRA001001002011004,Péronnas,,Commune,Chef-lieu canton,FRA.1.1.2.11.4_1,
FRA001001002011005,Saint-André-sur-Vieux-Jonc,,Commune,Commune simple,FRA.1.1.2.11.5_1,
FRA001001002011006,Saint-Just,,Commune,Commune simple,FRA.1.1.2.11.6_1,
FRA001001002011007,Saint-Rémy,,Commune,Commune simple,FRA.1.1.2.11.7_1,
FRA001001002011008,Servas,,Commune,Commune simple,FRA.1.1.2.11.8_1,
FRA001001002012001,Certines,,Commune,Commune simple,FRA.1.1.2.12.1_1,
FRA001001002012002,Dompierre-sur-Veyle,,Commune,Commune simple,FRA.1.1.2.12.2_1,
FRA001001002012003,Druillat,,Commune,Commune simple,FRA.1.1.2.12.3_1,
FRA001001002012004,Journans,,Commune,Commune simple,FRA.1.1.2.12.4_1,
FRA001001002012005,La Tranclière,,Commune,Commune simple,FRA.1.1.2.12.5_1,
FRA001001002012006,Neuville-sur-Ain,,Commune,Commune simple,FRA.1.1.2.12.6_1,
FRA001001002012007,Pont-d'Ain,,Commune,Chef-lieu canton,FRA.1.1.2.12.7_1,
FRA001001002012008,Priay,,Commune,Commune simple,FRA.1.1.2.12.8_1,
FRA001001002012009,Saint-Martin-du-Mont,,Commune,Commune simple,FRA.1.1.2.12.9_1,
FRA001001002012010,Tossiat,,Commune,Commune simple,FRA.1.1.2.12.10_1,
FRA001001002012011,Varambon,,Commune,Commune simple,FRA.1.1.2.12.11_1,
FRA001001002013001,Arbigny,,Commune,Commune simple,FRA.1.1.2.13.1_1,
FRA001001002013002,Boissey,,Commune,Commune simple,FRA.1.1.2.13.2_1,
FRA001001002013003,Boz,,Commune,Commune simple,FRA.1.1.2.13.3_1,
FRA001001002013004,Chavannes-sur-Reyssouze,,Commune,Commune simple,FRA.1.1.2.13.4_1,
FRA001001002013005,Chevroux,,Commune,Commune simple,FRA.1.1.2.13.5_1,
FRA001001002013006,Gorrevod,,Commune,Commune simple,FRA.1.1.2.13.6_1,
FRA001001002013007,Ozan,,Commune,Commune simple,FRA.1.1.2.13.7_1,
FRA001001002013008,Pont-de-Vaux,,Commune,Chef-lieu canton,FRA.1.1.2.13.8_1,
FRA001001002013009,Reyssouze,,Commune,Commune simple,FRA.1.1.2.13.9_1,
FRA001001002013010,Saint-Bénigne,,Commune,Commune simple,FRA.1.1.2.13.10_1,
FRA001001002013011,Saint-Étienne-sur-Reyssouze,,Commune,Commune simple,FRA.1.1.2.13.11_1,
FRA001001002013012,Sermoyer,,Commune,Commune simple,FRA.1.1.2.13.12_1,
FRA001001002014001,Bey,,Commune,Commune simple,FRA.1.1.2.14.1_1,
FRA001001002014002,Cormoranche-sur-Saône,,Commune,Commune simple,FRA.1.1.2.14.2_1,
FRA001001002014003,Crottet,,Commune,Commune simple,FRA.1.1.2.14.3_1,
FRA001001002014004,Cruzilles-lès-Mépillat,,Commune,Commune simple,FRA.1.1.2.14.4_1,
FRA001001002014005,Grièges,,Commune,Commune simple,FRA.1.1.2.14.5_1,
FRA001001002014006,Laiz,,Commune,Commune simple,FRA.1.1.2.14.6_1,
FRA001001002014007,Perrex,,Commune,Commune simple,FRA.1.1.2.14.7_1,
FRA001001002014008,Pont-de-Veyle,,Commune,Chef-lieu canton,FRA.1.1.2.14.8_1,
FRA001001002014009,Saint-André-d'Huiriat,,Commune,Commune simple,FRA.1.1.2.14.9_1,
FRA001001002014010,Saint-Cyr-sur-Menthon,,Commune,Commune simple,FRA.1.1.2.14.10_1,
FRA001001002014011,Saint-Genis-sur-Menthon,,Commune,Commune simple,FRA.1.1.2.14.11_1,
FRA001001002014012,Saint-Jean-sur-Veyle,,Commune,Commune simple,FRA.1.1.2.14.12_1,
FRA001001002015001,Ars-sur-Formans,,Commune,Commune simple,FRA.1.1.2.15.1_1,
FRA001001002015002,Civrieux,,Commune,Commune simple,FRA.1.1.2.15.2_1,
FRA001001002015003,Massieux,,Commune,Commune simple,FRA.1.1.2.15.3_1,
FRA001001002015004,Mionnay,,Commune,Commune simple,FRA.1.1.2.15.4_1,
FRA001001002015005,Misérieux,,Commune,Commune simple,FRA.1.1.2.15.5_1,
FRA001001002015006,Parcieux,,Commune,Commune simple,FRA.1.1.2.15.6_1,
FRA001001002015007,Rancé,,Commune,Commune simple,FRA.1.1.2.15.7_1,
FRA001001002015008,Reyrieux,,Commune,Chef-lieu canton,FRA.1.1.2.15.8_1,
FRA001001002015009,Saint-André-de-Corcy,,Commune,Commune simple,FRA.1.1.2.15.9_1,
FRA001001002015010,Saint-Jean-de-Thurigneux,,Commune,Commune simple,FRA.1.1.2.15.10_1,
FRA001001002015011,Sainte-Euphémie,,Commune,Commune simple,FRA.1.1.2.15.11_1,
FRA001001002015012,Toussieux,,Commune,Commune simple,FRA.1.1.2.15.12_1,
FRA001001002015013,Tramoyes,,Commune,Commune simple,FRA.1.1.2.15.13_1,
FRA001001002016001,Cormoz,,Commune,Commune simple,FRA.1.1.2.16.1_1,
FRA001001002016002,Courtes,,Commune,Commune simple,FRA.1.1.2.16.2_1,
FRA001001002016003,Curciat-Dongalon,,Commune,Commune simple,FRA.1.1.2.16.3_1,
FRA001001002016004,Lescheroux,,Commune,Commune simple,FRA.1.1.2.16.4_1,
FRA001001002016005,Mantenay-Montlin,,Commune,Commune simple,FRA.1.1.2.16.5_1,
FRA001001002016006,Saint-Jean-sur-Reyssouze,,Commune,Commune simple,FRA.1.1.2.16.6_1,
FRA001001002016007,Saint-Julien-sur-Reyssouze,,Commune,Commune simple,FRA.1.1.2.16.7_1,
FRA001001002016008,Saint-Nizier-le-Bouchoux,,Commune,Commune simple,FRA.1.1.2.16.8_1,
FRA001001002016009,Saint-Trivier-de-Courtes,,Commune,Chef-lieu canton,FRA.1.1.2.16.9_1,
FRA001001002016010,Servignat,,Commune,Commune simple,FRA.1.1.2.16.10_1,
FRA001001002016011,Vernoux,,Commune,Commune simple,FRA.1.1.2.16.11_1,
FRA001001002016012,Vescours,,Commune,Commune simple,FRA.1.1.2.16.12_1,
FRA001001002017001,Ambérieux-en-Dombes,,Commune,Commune simple,FRA.1.1.2.17.1_1,
FRA001001002017002,Baneins,,Commune,Commune simple,FRA.1.1.2.17.2_1,
FRA001001002017003,Chaleins,,Commune,Commune simple,FRA.1.1.2.17.3_1,
FRA001001002017004,Chaneins,,Commune,Commune simple,FRA.1.1.2.17.4_1,
FRA001001002017005,Fareins,,Commune,Commune simple,FRA.1.1.2.17.5_1,
FRA001001002017006,Francheleins,,Commune,Commune simple,FRA.1.1.2.17.6_1,
FRA001001002017007,Lurcy,,Commune,Commune simple,FRA.1.1.2.17.7_1,
FRA001001002017008,Messimy-sur-Saône,,Commune,Commune simple,FRA.1.1.2.17.8_1,
FRA001001002017009,Relevant,,Commune,Commune simple,FRA.1.1.2.17.9_1,
FRA001001002017010,Saint-Trivier-sur-Moignans,,Commune,Chef-lieu canton,FRA.1.1.2.17.10_1,
FRA001001002017011,Sainte-Olive,,Commune,Commune simple,FRA.1.1.2.17.11_1,
FRA001001002017012,Savigneux,,Commune,Commune simple,FRA.1.1.2.17.12_1,
FRA001001002017013,Villeneuve,,Commune,Commune simple,FRA.1.1.2.17.13_1,
FRA001001002018001,Garnerans,,Commune,Commune simple,FRA.1.1.2.18.1_1,
FRA001001002018002,Genouilleux,,Commune,Commune simple,FRA.1.1.2.18.2_1,
FRA001001002018003,Guéreins,,Commune,Commune simple,FRA.1.1.2.18.3_1,
FRA001001002018004,Illiat,,Commune,Commune simple,FRA.1.1.2.18.4_1,
FRA001001002018005,Mogneneins,,Commune,Commune simple,FRA.1.1.2.18.5_1,
FRA001001002018006,Montceaux,,Commune,Commune simple,FRA.1.1.2.18.6_1,
FRA001001002018007,Montmerle-sur-Saône,,Commune,Commune simple,FRA.1.1.2.18.7_1,
FRA001001002018008,Peyzieux-sur-Saône,,Commune,Commune simple,FRA.1.1.2.18.8_1,
FRA001001002018009,Saint-Didier-sur-Chalaronne,,Commune,Commune simple,FRA.1.1.2.18.9_1,
FRA001001002018010,Saint-Étienne-sur-Chalaronne,,Commune,Commune simple,FRA.1.1.2.18.10_1,
FRA001001002018011,Thoissey,,Commune,Chef-lieu canton,FRA.1.1.2.18.11_1,
FRA001001002018012,Valeins,,Commune,Commune simple,FRA.1.1.2.18.12_1,
FRA001001002019001,Chavannes-sur-Suran,,Commune,Commune simple,FRA.1.1.2.19.1_1,
FRA001001002019002,Corveissiat,,Commune,Commune simple,FRA.1.1.2.19.2_1,
FRA001001002019003,Courmangoux,,Commune,Commune simple,FRA.1.1.2.19.3_1,
FRA001001002019004,Germagnat,,Commune,Commune simple,FRA.1.1.2.19.4_1,
FRA001001002019005,Meillonnas,,Commune,Commune simple,FRA.1.1.2.19.5_1,
FRA001001002019006,Pouillat,,Commune,Commune simple,FRA.1.1.2.19.6_1,
FRA001001002019007,Pressiat,,Commune,Commune simple,FRA.1.1.2.19.7_1,
FRA001001002019008,Saint-Étienne-du-Bois,,Commune,Commune simple,FRA.1.1.2.19.8_1,
FRA001001002019009,Treffort-Cuisiat,,Commune,Chef-lieu canton,FRA.1.1.2.19.9_1,
FRA001001002020001,Beauregard,,Commune,Commune simple,FRA.1.1.2.20.1_1,
FRA001001002020002,Frans,,Commune,Commune simple,FRA.1.1.2.20.2_1,
