admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Mareko,ET070107,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Mari Mansa,ET071708,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Marsin,ET050586,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Masha,ET070801,,,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Masha Town,ET070805,,,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Maychew Town,ET010409,,,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Mecha,ET030704,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Meda Welabu,ET041113,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Medebay Zana,ET010103,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Megale,ET020204,,,,Zone 2 (Kilbet Rasu),ET0202,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Mehal Sayint,ET030419,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mehale Meda Town,ET030597,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mekan Eyesuse,ET030298,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mekane Selame,ET030498,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mekdela,ET030421,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Meket,ET030304,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Meko,ET041618,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Melekoza,ET071501,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Melka Balo,ET041012,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Melka Soda,ET041518,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mena (Bale),ET041112,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mena (Jimma),ET040406,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mena Meketewa,ET030213,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mendi Town,ET040198,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Menge,ET060301,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Mengesh,ET120308,,,,Mejenger,ET1203,Gambela,ET12,Ethiopia,ET,2019-08-19,2019-10-28,
Menit Goldiye,ET071802,,,,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Menit Shasha,ET071804,,,,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Menjiwo,ET070905,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Menze Gera Midir,ET030505,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Menze Keya Gabriel,ET030521,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Menze Lalo Midir,ET030522,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Menze Mama Midir,ET030509,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Merawi Town,ET030797,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mereb Lehe,ET010201,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Merhabete,ET030502,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mersa Town,ET030397,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Merti,ET040801,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mesela,ET040904,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Meskan,ET070106,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Meta,ET041009,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Meta Robi,ET040514,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Meta Walkite,ET040594,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Metehara Town,ET040799,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Metema,ET031213,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Metema Yohanes Town,ET031224,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Metu Town,ET040320,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Metu Zuria,ET040310,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Meyu Muleke,ET041018,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Meyumuluka,ET050408,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Michakel,ET030609,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mida Kegn,ET040504,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mida Woremo,ET030501,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Midhaga Tola,ET041014,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mierab Azenet Berbere,ET072004,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Mieso,ET040901,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Miesso,ET050107,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Mile,ET020105,,,,Zone 1 (Awsi Rasu),ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Minjar Shenkora,ET030518,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mirab Abaya,ET071005,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Mirab Armacho,ET031206,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mirab Badowach,ET070209,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Misha,ET070201,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Misrak Azenet Berbere,ET072007,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Misrak Badawacho,ET070205,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Miyo,ET041216,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mizan Aman Town,ET071107,,,,Bench Maji,ET0711,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Mojan Wedera,ET030511,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mojo Town,ET040797,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Moretna Jiru,ET030504,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Mota Town,ET030694,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Moyale (Oromia),ET041210,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Moyale (Somali),ET051103,,,,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Mubarek,ET051187,,,,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Muhur Na Aklil,ET070112,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Mulo,ET042016,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Munessa,ET040817,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mustahil,ET050606,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Naeder Adet,ET010207,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Nefas Mewicha Town,ET030215,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Nefas Silk,ET140102,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2019-10-28,
Negele /Town/,ET041414,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nejo,ET040102,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nejo Town,ET040199,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nekemte Town,ET040297,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nenesebo (Wereka),ET041709,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nole Kaba,ET040115,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nono,ET040508,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nono Benja,ET040499,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Nunu Kumba,ET040215,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Oda Bilidigilu,ET060306,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Odo Shakiso,ET041405,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Ofa,ET070607,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Ofla,ET010408,,,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Omo Beyam,ET040491,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Omo Nada,ET040411,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Ouba Debretsehaye,ET071504,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Pawe,ET060206,,,,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Police Maret,ET150114,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Qada Duma,ET051198,,,,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Quara,ET031214,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Quarit,ET030706,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Qubi,ET050497,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Rape,ET070509,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Raso,ET050809,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Raya Azebo,ET010406,,,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Raya Kobo,ET030302,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Rayitu,ET041117,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Robe,ET040812,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Robe Town,ET041119,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Saba Boru,ET041412,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sabian,ET150103,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Saesie Tsaedamba,ET010303,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Sagag,ET051005,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Saharti Samre,ET010601,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Sahila,ET030806,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Salahad,ET051004,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Sale Nono,ET040313,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Samurobi Gele'alo,ET020502,Samurobi Gelealo,,,Zone 5 (Hari Rasu),ET0205,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Sankura,ET072006,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sasiga,ET040211,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sawla Town,ET071507,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sayilem,ET070901,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sayint,ET030411,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Sayo,ET041805,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sayo Nole,ET040118,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sebeta /Town/,ET042009,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sebeta Hawas,ET042006,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sedae,ET030619,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Sede Muja,ET030214,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Seden Sodo,ET041310,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sedi Chenka,ET041812,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Segen Zuria,ET071302,,,,Konso,ET0713,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Seka Chekorsa,ET040409,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sekela,ET030705,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Sekoru,ET040403,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sekota,ET030802,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Sekota Town,ET030807,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Selamber Town Admin,ET071003,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Selamgo,ET070701,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Semada,ET030207,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Semen Achefer,ET030701,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Semen Bench,ET071105,,,,Bench Maji,ET0711,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Senan,ET030616,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Sendafa Town,ET042018,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Seru,ET040811,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Setema,ET040413,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Setit Humera,ET010504,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Seweyna,ET041118,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shabeeley,ET050204,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Shafamo,ET070430,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Shakiso Town,ET041499,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shala,ET041702,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shambu Town,ET041902,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shanan Kolu,ET040893,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shashemene Town,ET041711,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shashemene Zuria,ET041712,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shashogo,ET070204,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Shaygosh,ET050501,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Shebe Dino,ET070401,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Shebe Sambo,ET040414,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shebel Bernta,ET030614,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Sheka,ET071101,,,,Bench Maji,ET0711,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Shenkor,ET130102,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2019-08-19,2019-10-28,
Sheraro Town,ET010107,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Sherkole,ET060304,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Shewa Bench,ET071104,,,,Bench Maji,ET0711,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Shilabo,ET050503,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Shinile,ET050103,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Shinshecho Town,ET070310,,,,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Shire,ET010108,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Shirka,ET040814,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Shisho Ande,ET070913,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Shoa Robit,ET030595,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Shone Town,ET070212,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sibu Sire,ET040209,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sigmo,ET040412,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Silti,ET072002,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sinana,ET041109,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Siraro,ET041701,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sire,ET040820,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Siya Debirna Wayu,ET030523,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Sodal/Sirba Abay,ET060402,,,,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Sodo,ET070105,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sodo Daci,ET041314,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sodo Town,ET070613,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sodo Zuria,ET070605,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sofi,ET130101,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2019-08-19,2019-10-28,
Soro,ET070206,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
South Ari (Bako Gazer),ET070702,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Sude,ET040808,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sululta,ET042013,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Sululta Town,ET042005,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Surma,ET071806,,,,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Suro Berguda,ET041594,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tach Armacho,ET031120,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tach Gayint,ET030206,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tahtay Adiyabo,ET010101,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Tahtay Koraro,ET010104,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Tahtay Mayechew,ET010206,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Takusa,ET031121,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tanqua Abergele,ET010210,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Tarema Ber,ET030510,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tebela Town,ET070616,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Telalak,ET020501,,,,Zone 5 (Hari Rasu),ET0205,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Telemt,ET030119,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Teltale,ET041212,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tembaro,ET070301,,,,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Tena,ET040813,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tenta,ET030402,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tepi Town,ET070804,,,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Tercha Town,ET071711,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Tercha Zuriya,ET071707,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Teru,ET020403,,,,Zone 4 (Fantana Rasu),ET0204,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Teticha,ET070428,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Thehulederie,ET030405,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tikur Enchini,ET040509,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tiro Afeta,ET040404,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tiyo,ET040816,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tocha,ET071701,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Toke Kutaye,ET040517,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tole,ET041308,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tora city administration,ET072009,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Tsagbeji,ET030808,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tsegede (Amhara),ET031107,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Tsegede (Tigray),ET010503,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Tselemti,ET010106,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Tula Town,ET070421,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Tuliguled,ET050283,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Tulo (Oromia),ET040903,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Tulo (SNNP),ET070906,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
