admin0Name_en,admin0Name_fr,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_fr,admin0AltName2_fr,date,validOn,validTo
Cameroon,Cameroun (le),CM,,,,,,2018-12-17,2019-01-04,
