admin0Name_en,admin0Name_pt,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_pt,admin0AltName2_pt,date,validOn,validTo
Mozambique,Moçambique,MZ,Mocambique,,,,,2019-04-02,2019-06-07,
